glass_name,filter_mode,property_mode,matched_sciglass_id,distance,predicted_composition,composition_std,glass_family,composition_completeness,physically_plausible,recon_method,n_neighbors_used,composition_exp_weight,composition_idw,composition_cluster_kmeans,scenario
N-BAF51,adaptive,B,2368300190665,0.01176197105514862,SIO2=34.16; AL2O3=3.48; B2O3=17.46; CAO=9.70; K2O=0.66; NA2O=6.29; PBO=3.78; SRO=2.48; BAO=7.92; ZNO=3.00; P2O5=2.95; GEO2=1.22; ZRO2=1.82; TIO2=3.17; RO=27.27; R2O=7.05; R2O3=21.85; RO2=6.20; R2O5=3.47; RmOn=100.00,"{""SIO2"": 24.027, ""AL2O3"": 7.483, ""B2O3"": 28.922, ""CAO"": 8.984, ""K2O"": 0.569, ""NA2O"": 4.443, ""PBO"": 5.408, ""Li2O"": 0.949, ""MgO"": 0.0, ""SRO"": 2.816, ""BAO"": 7.867, ""ZNO"": 3.573, ""P2O5"": 17.717, ""GEO2"": 8.251, ""ZRO2"": 1.162, ""TIO2"": 2.221, ""TEO2"": 0.0, ""RO"": 7.187, ""FemOn"": 0.0, ""R2O"": 4.844, ""R2O3"": 33.66, ""RO2"": 7.888, ""RO3"": 0.0, ""RO4"": 0.0, ""R2O5"": 20.792, ""RF"": 0.0, ""RF2"": 0.0, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 0.0, ""RmOn"": 0.0, ""RmNn"": 0.0}",uncertain,1.0,False,idw,20,SIO2=32.43; AL2O3=3.89; B2O3=19.07; CAO=9.48; K2O=0.64; NA2O=6.06; PBO=4.21; SRO=2.68; BAO=7.44; ZNO=2.83; P2O5=3.16; GEO2=1.43; ZRO2=1.72; TIO2=2.86; RO=27.06; R2O=6.81; R2O3=23.97; RO2=6.01; R2O5=3.72; RmOn=100.00,SIO2=34.16; AL2O3=3.48; B2O3=17.46; CAO=9.70; K2O=0.66; NA2O=6.29; PBO=3.78; SRO=2.48; BAO=7.92; ZNO=3.00; P2O5=2.95; GEO2=1.22; ZRO2=1.82; TIO2=3.17; RO=27.27; R2O=7.05; R2O3=21.85; RO2=6.20; R2O5=3.47; RmOn=100.00,SIO2=45.63; AL2O3=1.60; B2O3=4.91; CAO=12.96; K2O=0.88; NA2O=8.23; PBO=1.55; SRO=3.31; BAO=8.66; ZNO=4.00; GEO2=1.63; ZRO2=2.11; TIO2=4.23; RO=30.47; R2O=9.24; R2O3=6.68; RO2=7.97; RmOn=100.00,adaptive_B
N-LAK7,adaptive,B,368600010559,0.03533780037209765,SIO2=26.28; B2O3=36.01; BAO=36.82; RO=37.03; R2O3=36.56; RmOn=100.00,"{""SIO2"": 14.531, ""AL2O3"": 0.488, ""B2O3"": 12.565, ""CAO"": 0.0, ""K2O"": 0.0, ""NA2O"": 0.0, ""PBO"": 0.0, ""Li2O"": 0.0, ""MgO"": 0.0, ""SRO"": 0.0, ""BAO"": 3.717, ""ZNO"": 0.0, ""P2O5"": 0.0, ""GEO2"": 0.0, ""ZRO2"": 0.0, ""TIO2"": 0.0, ""TEO2"": 0.0, ""RO"": 3.414, ""FemOn"": 0.0, ""R2O"": 0.0, ""R2O3"": 12.133, ""RO2"": 0.581, ""RO3"": 0.0, ""RO4"": 0.0, ""R2O5"": 0.0, ""RF"": 0.0, ""RF2"": 0.0, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 0.0, ""RmOn"": 0.0, ""RmNn"": 0.0}",uncertain,1.0,False,idw,20,SIO2=26.35; B2O3=35.95; BAO=36.81; RO=37.02; R2O3=36.50; RmOn=100.00,SIO2=26.28; B2O3=36.01; BAO=36.82; RO=37.03; R2O3=36.56; RmOn=100.00,SIO2=6.09; B2O3=53.43; BAO=40.48; RO=40.48; R2O3=53.43; RmOn=100.00,adaptive_B
N-LAK22,adaptive,B,2607200197367,0.027524930542090098,SIO2=44.94; AL2O3=0.84; B2O3=16.70; BAO=24.98; P2O5=3.36; ZRO2=1.11; RO=28.32; R2O3=21.23; RO2=1.11; R2O5=4.40; RmOn=100.00,"{""SIO2"": 26.359, ""AL2O3"": 3.438, ""B2O3"": 20.557, ""CAO"": 0.0, ""K2O"": 0.0, ""NA2O"": 0.0, ""PBO"": 0.0, ""Li2O"": 0.0, ""MgO"": 0.0, ""SRO"": 0.0, ""BAO"": 12.476, ""ZNO"": 0.0, ""P2O5"": 15.403, ""GEO2"": 0.0, ""ZRO2"": 1.209, ""TIO2"": 0.0, ""TEO2"": 0.0, ""RO"": 11.183, ""FemOn"": 0.0, ""R2O"": 0.0, ""R2O3"": 25.42, ""RO2"": 1.209, ""RO3"": 0.0, ""RO4"": 0.0, ""R2O5"": 15.69, ""RF"": 0.0, ""RF2"": 0.0, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 0.0, ""RmOn"": 0.0, ""RmNn"": 0.0}",uncertain,1.0,False,idw,20,SIO2=44.00; AL2O3=0.94; B2O3=16.68; BAO=25.23; P2O5=3.78; ZRO2=0.90; RO=28.99; R2O3=21.20; RO2=0.90; R2O5=4.91; RmOn=100.00,SIO2=44.94; AL2O3=0.84; B2O3=16.70; BAO=24.98; P2O5=3.36; ZRO2=1.11; RO=28.32; R2O3=21.23; RO2=1.11; R2O5=4.40; RmOn=100.00,SIO2=55.96; B2O3=11.23; BAO=27.62; ZRO2=1.38; RO=27.62; R2O3=15.04; RO2=1.38; RmOn=100.00,adaptive_B
N-SF2,adaptive,B,3842400455826,0.02131168209258269,SIO2=53.59; B2O3=1.30; K2O=1.47; NA2O=21.18; Li2O=1.92; TIO2=19.55; RO=0.54; R2O=24.57; R2O3=1.53; RO2=19.70; RmOn=100.00,"{""SIO2"": 7.054, ""AL2O3"": 0.0, ""B2O3"": 2.384, ""CAO"": 1.243, ""K2O"": 2.842, ""NA2O"": 8.167, ""PBO"": 0.0, ""Li2O"": 6.051, ""MgO"": 1.386, ""SRO"": 0.0, ""BAO"": 0.05, ""ZNO"": 0.28, ""P2O5"": 0.0, ""GEO2"": 0.0, ""ZRO2"": 0.226, ""TIO2"": 1.922, ""TEO2"": 0.0, ""RO"": 2.65, ""FemOn"": 0.0, ""R2O"": 6.952, ""R2O3"": 2.343, ""RO2"": 1.535, ""RO3"": 0.0, ""RO4"": 0.0, ""R2O5"": 0.209, ""RF"": 0.0, ""RF2"": 0.0, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 0.0, ""RmOn"": 0.0, ""RmNn"": 0.0}",heavy flint,1.0,False,idw,20,SIO2=53.60; B2O3=1.24; K2O=1.42; NA2O=21.25; Li2O=1.93; TIO2=19.54; RO=0.55; R2O=24.60; R2O3=1.49; RO2=19.70; RmOn=100.00,SIO2=53.59; B2O3=1.30; K2O=1.47; NA2O=21.18; Li2O=1.92; TIO2=19.55; RO=0.54; R2O=24.57; R2O3=1.53; RO2=19.70; RmOn=100.00,SIO2=45.64; B2O3=3.80; K2O=3.25; NA2O=26.40; TIO2=20.22; R2O=29.65; R2O3=3.84; RO2=20.22; RmOn=100.00,adaptive_B
SF2,adaptive,B,326300110714,0.002321680472709644,SIO2=67.98; K2O=6.57; NA2O=1.67; PBO=22.54; GEO2=0.57; RO=23.02; R2O=8.24; RO2=0.57; RmOn=100.00,"{""SIO2"": 15.476, ""AL2O3"": 0.0, ""B2O3"": 0.142, ""CAO"": 3.663, ""K2O"": 3.415, ""NA2O"": 6.569, ""PBO"": 5.193, ""Li2O"": 0.0, ""MgO"": 0.0, ""SRO"": 0.0, ""BAO"": 0.0, ""ZNO"": 4.472, ""P2O5"": 0.0, ""GEO2"": 13.416, ""ZRO2"": 0.0, ""TIO2"": 0.0, ""TEO2"": 0.0, ""RO"": 3.001, ""FemOn"": 0.0, ""R2O"": 3.917, ""R2O3"": 0.189, ""RO2"": 13.416, ""RO3"": 0.0, ""RO4"": 0.0, ""R2O5"": 0.0, ""RF"": 0.0, ""RF2"": 0.0, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 0.0, ""RmOn"": 0.0, ""RmNn"": 0.0}",flint,1.0,False,idw,20,SIO2=68.53; K2O=6.44; NA2O=1.64; PBO=22.77; RO=22.98; R2O=8.07; RmOn=100.00,SIO2=67.98; K2O=6.57; NA2O=1.67; PBO=22.54; GEO2=0.57; RO=23.02; R2O=8.24; RO2=0.57; RmOn=100.00,SIO2=68.97; K2O=7.28; PBO=22.90; RO=23.23; R2O=7.65; RmOn=100.00,adaptive_B
N-LAK21,adaptive,B,368600010535,0.022969598982113194,SIO2=24.37; B2O3=40.35; BAO=35.28; RO=35.28; R2O3=40.35; RmOn=100.00,"{""SIO2"": 15.819, ""AL2O3"": 0.0, ""B2O3"": 12.855, ""CAO"": 0.0, ""K2O"": 0.0, ""NA2O"": 0.0, ""PBO"": 0.0, ""Li2O"": 0.0, ""MgO"": 0.0, ""SRO"": 0.0, ""BAO"": 3.079, ""ZNO"": 0.0, ""P2O5"": 0.0, ""GEO2"": 0.0, ""ZRO2"": 0.0, ""TIO2"": 0.0, ""TEO2"": 0.0, ""RO"": 3.079, ""FemOn"": 0.0, ""R2O"": 0.0, ""R2O3"": 12.855, ""RO2"": 0.0, ""RO3"": 0.0, ""RO4"": 0.0, ""R2O5"": 0.0, ""RF"": 0.0, ""RF2"": 0.0, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 0.0, ""RmOn"": 0.0, ""RmNn"": 0.0}",uncertain,1.0,False,idw,20,SIO2=24.25; B2O3=40.46; BAO=35.30; RO=35.30; R2O3=40.46; RmOn=100.00,SIO2=24.37; B2O3=40.35; BAO=35.28; RO=35.28; R2O3=40.35; RmOn=100.00,SIO2=37.90; B2O3=29.33; BAO=32.76; RO=32.76; R2O3=29.33; RmOn=100.00,adaptive_B
N-KZFS11,adaptive,B,4140700486161,0.03371958415149838,SIO2=18.12; AL2O3=4.44; B2O3=31.89; CAO=1.69; K2O=0.59; NA2O=3.07; PBO=5.85; Li2O=1.36; SRO=5.24; BAO=2.48; ZNO=7.57; P2O5=10.85; ZRO2=0.87; TIO2=2.60; RO=22.88; R2O=5.01; R2O3=37.13; RO2=3.50; R2O5=13.35; RmOn=100.00,"{""SIO2"": 21.418, ""AL2O3"": 6.497, ""B2O3"": 25.774, ""CAO"": 4.039, ""K2O"": 1.727, ""NA2O"": 5.063, ""PBO"": 7.645, ""Li2O"": 2.237, ""MgO"": 0.192, ""SRO"": 7.823, ""BAO"": 5.43, ""ZNO"": 17.886, ""P2O5"": 18.75, ""GEO2"": 0.0, ""ZRO2"": 2.317, ""TIO2"": 5.622, ""TEO2"": 0.0, ""RO"": 12.944, ""FemOn"": 0.0, ""R2O"": 5.961, ""R2O3"": 30.553, ""RO2"": 6.064, ""RO3"": 0.0, ""RO4"": 0.0, ""R2O5"": 21.613, ""RF"": 0.0, ""RF2"": 0.0, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 0.0, ""RmOn"": 0.0, ""RmNn"": 0.0}",uncertain,1.0,False,idw,20,SIO2=18.93; AL2O3=4.67; B2O3=33.52; CAO=1.78; K2O=0.61; NA2O=3.19; PBO=6.15; Li2O=0.97; SRO=4.09; BAO=2.55; ZNO=7.96; P2O5=8.90; ZRO2=0.91; TIO2=2.71; RO=22.57; R2O=4.78; R2O3=39.04; RO2=3.65; R2O5=11.03; RmOn=100.00,SIO2=18.12; AL2O3=4.44; B2O3=31.89; CAO=1.69; K2O=0.59; NA2O=3.07; PBO=5.85; Li2O=1.36; SRO=5.24; BAO=2.48; ZNO=7.57; P2O5=10.85; ZRO2=0.87; TIO2=2.60; RO=22.88; R2O=5.01; R2O3=37.13; RO2=3.50; R2O5=13.35; RmOn=100.00,Li2O=6.76; SRO=20.29; BAO=6.47; P2O5=56.47; RO=26.76; R2O=6.76; R2O5=66.47; RmOn=100.00,adaptive_B
N-SSK20,adaptive,B,3607500432640,0.015778836985158293,SIO2=44.35; B2O3=12.56; CAO=2.33; K2O=2.41; NA2O=6.02; PBO=0.70; Li2O=1.92; BAO=8.21; ZNO=12.93; ZRO2=1.65; TIO2=1.27; RO=25.06; R2O=10.35; R2O3=15.14; RO2=3.31; RF3=1.60; RHaln=1.71; RmOn=98.29,"{""SIO2"": 24.988, ""AL2O3"": 2.227, ""B2O3"": 25.705, ""CAO"": 4.402, ""K2O"": 1.534, ""NA2O"": 3.299, ""PBO"": 2.906, ""Li2O"": 4.804, ""MgO"": 0.0, ""SRO"": 0.0, ""BAO"": 10.45, ""ZNO"": 10.141, ""P2O5"": 0.0, ""GEO2"": 0.0, ""ZRO2"": 1.536, ""TIO2"": 2.868, ""TEO2"": 0.0, ""RO"": 4.724, ""FemOn"": 0.0, ""R2O"": 7.32, ""R2O3"": 26.513, ""RO2"": 2.603, ""RO3"": 0.0, ""RO4"": 0.0, ""R2O5"": 0.492, ""RF"": 0.0, ""RF2"": 0.56, ""RF3"": 6.661, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 7.113, ""RmOn"": 7.113, ""RmNn"": 0.0}",uncertain,1.0,False,idw,20,SIO2=42.61; AL2O3=0.56; B2O3=14.40; CAO=2.54; K2O=2.31; NA2O=5.84; PBO=0.80; Li2O=1.93; BAO=8.66; ZNO=11.98; ZRO2=1.45; TIO2=1.37; RO=25.02; R2O=10.09; R2O3=17.01; RO2=3.23; RF3=1.85; RHaln=1.97; RmOn=98.03,SIO2=44.35; B2O3=12.56; CAO=2.33; K2O=2.41; NA2O=6.02; PBO=0.70; Li2O=1.92; BAO=8.21; ZNO=12.93; ZRO2=1.65; TIO2=1.27; RO=25.06; R2O=10.35; R2O3=15.14; RO2=3.31; RF3=1.60; RHaln=1.71; RmOn=98.29,SIO2=53.81; B2O3=2.71; CAO=1.86; K2O=2.93; NA2O=7.07; Li2O=2.34; BAO=7.42; ZNO=15.77; ZRO2=2.02; TIO2=1.28; RO=25.05; R2O=12.34; R2O3=4.94; RO2=3.77; RmOn=100.00,adaptive_B
N-SSK2,adaptive,B,3709300440820,0.02001650795728036,SIO2=32.40; AL2O3=1.58; B2O3=16.32; CAO=5.93; NA2O=1.68; Li2O=2.17; MgO=3.24; BAO=13.75; ZNO=2.17; P2O5=6.52; GEO2=8.81; TIO2=1.44; RO=26.36; R2O=4.28; R2O3=19.61; RO2=10.35; R2O5=6.93; RmOn=99.93,"{""SIO2"": 24.395, ""AL2O3"": 1.604, ""B2O3"": 21.711, ""CAO"": 7.444, ""K2O"": 1.373, ""NA2O"": 3.764, ""PBO"": 0.266, ""Li2O"": 7.092, ""MgO"": 8.91, ""SRO"": 0.199, ""BAO"": 11.1, ""ZNO"": 4.2, ""P2O5"": 13.913, ""GEO2"": 21.245, ""ZRO2"": 0.151, ""TIO2"": 2.047, ""TEO2"": 0.0, ""RO"": 10.519, ""FemOn"": 0.0, ""R2O"": 10.344, ""R2O3"": 23.959, ""RO2"": 20.949, ""RO3"": 0.015, ""RO4"": 0.0, ""R2O5"": 14.793, ""RF"": 0.0, ""RF2"": 0.0, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.334, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 0.334, ""RmOn"": 0.341, ""RmNn"": 0.0}",uncertain,1.0,False,idw,20,SIO2=31.14; AL2O3=1.48; B2O3=17.26; CAO=5.18; NA2O=1.83; Li2O=2.38; MgO=3.56; BAO=13.89; ZNO=2.18; P2O5=6.69; GEO2=8.77; TIO2=1.32; RO=26.20; R2O=4.67; R2O3=20.62; RO2=10.16; R2O5=7.13; RmOn=99.92,SIO2=32.40; AL2O3=1.58; B2O3=16.32; CAO=5.93; NA2O=1.68; Li2O=2.17; MgO=3.24; BAO=13.75; ZNO=2.17; P2O5=6.52; GEO2=8.81; TIO2=1.44; RO=26.36; R2O=4.28; R2O3=19.61; RO2=10.35; R2O5=6.93; RmOn=99.93,SIO2=45.69; AL2O3=2.24; B2O3=8.89; CAO=8.44; K2O=0.61; NA2O=1.97; Li2O=3.10; BAO=19.58; ZNO=3.09; P2O5=3.57; TIO2=1.29; RO=31.34; R2O=5.67; R2O3=11.77; RO2=1.43; R2O5=3.99; RmOn=99.90,adaptive_B
F2G12,adaptive,B,992800086979,0.010444769990941495,SIO2=69.43; K2O=6.85; NA2O=2.09; PBO=21.11; RO=21.21; R2O=9.17; RmOn=100.00,"{""SIO2"": 5.667, ""AL2O3"": 0.041, ""B2O3"": 0.244, ""CAO"": 0.256, ""K2O"": 2.737, ""NA2O"": 3.194, ""PBO"": 5.94, ""Li2O"": 1.118, ""MgO"": 0.0, ""SRO"": 0.0, ""BAO"": 0.081, ""ZNO"": 0.0, ""P2O5"": 0.0, ""GEO2"": 0.0, ""ZRO2"": 0.0, ""TIO2"": 0.0, ""TEO2"": 0.0, ""RO"": 5.994, ""FemOn"": 0.0, ""R2O"": 2.168, ""R2O3"": 0.269, ""RO2"": 0.0, ""RO3"": 0.0, ""RO4"": 0.0, ""R2O5"": 0.0, ""RF"": 0.0, ""RF2"": 0.0, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 0.0, ""RmOn"": 0.0, ""RmNn"": 0.0}",flint,1.0,False,idw,20,SIO2=69.45; K2O=6.86; NA2O=2.07; PBO=21.10; RO=21.20; R2O=9.16; RmOn=100.00,SIO2=69.43; K2O=6.85; NA2O=2.09; PBO=21.11; RO=21.21; R2O=9.17; RmOn=100.00,SIO2=71.24; K2O=7.61; NA2O=1.30; PBO=19.45; RO=19.45; R2O=9.18; RmOn=100.00,adaptive_B
N-SK16,adaptive,B,957100088185,0.001524222635551186,SIO2=42.63; AL2O3=1.25; B2O3=24.38; BAO=28.62; ZNO=0.52; P2O5=1.49; RO=29.22; R2O3=26.18; R2O5=1.49; RmOn=99.97,"{""SIO2"": 17.247, ""AL2O3"": 0.994, ""B2O3"": 9.462, ""CAO"": 0.418, ""K2O"": 0.002, ""NA2O"": 1.689, ""PBO"": 0.0, ""Li2O"": 0.0, ""MgO"": 0.0, ""SRO"": 0.086, ""BAO"": 3.646, ""ZNO"": 0.842, ""P2O5"": 12.036, ""GEO2"": 0.0, ""ZRO2"": 0.337, ""TIO2"": 0.0, ""TEO2"": 0.0, ""RO"": 3.485, ""FemOn"": 0.0, ""R2O"": 1.688, ""R2O3"": 8.699, ""RO2"": 0.363, ""RO3"": 0.009, ""RO4"": 0.0, ""R2O5"": 12.036, ""RF"": 0.0, ""RF2"": 0.0, ""RF3"": 0.012, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 0.012, ""RmOn"": 0.012, ""RmNn"": 0.0}",uncertain,1.0,False,idw,20,SIO2=41.02; AL2O3=0.95; B2O3=23.49; BAO=29.10; P2O5=3.34; RO=29.64; R2O3=25.45; R2O5=3.34; RmOn=99.99,SIO2=42.63; AL2O3=1.25; B2O3=24.38; BAO=28.62; ZNO=0.52; P2O5=1.49; RO=29.22; R2O3=26.18; R2O5=1.49; RmOn=99.97,SIO2=45.13; AL2O3=1.33; B2O3=24.21; BAO=28.15; ZNO=0.55; RO=28.79; R2O3=25.74; RmOn=99.97,adaptive_B
N-F2,adaptive,B,1647200158848,0.02067157655144129,SIO2=52.82; AL2O3=2.23; B2O3=4.94; CAO=5.95; K2O=1.72; NA2O=14.19; Li2O=3.97; TIO2=13.74; RO=5.95; R2O=19.88; R2O3=7.23; RO2=14.13; RmOn=100.00,"{""SIO2"": 22.851, ""AL2O3"": 7.301, ""B2O3"": 13.964, ""CAO"": 17.089, ""K2O"": 5.95, ""NA2O"": 11.091, ""PBO"": 0.0, ""Li2O"": 5.635, ""MgO"": 0.0, ""SRO"": 0.0, ""BAO"": 0.0, ""ZNO"": 0.0, ""P2O5"": 0.0, ""GEO2"": 0.0, ""ZRO2"": 0.742, ""TIO2"": 6.922, ""TEO2"": 0.0, ""RO"": 17.089, ""FemOn"": 0.0, ""R2O"": 10.441, ""R2O3"": 20.574, ""RO2"": 7.12, ""RO3"": 0.0, ""RO4"": 0.0, ""R2O5"": 0.0, ""RF"": 0.0, ""RF2"": 0.0, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 0.0, ""RmOn"": 0.0, ""RmNn"": 0.0}",heavy flint,1.0,False,idw,20,SIO2=51.62; AL2O3=2.55; B2O3=5.64; CAO=6.79; K2O=1.98; NA2O=13.69; Li2O=3.79; TIO2=13.46; RO=6.79; R2O=19.46; R2O3=8.25; RO2=13.88; RmOn=100.00,SIO2=52.82; AL2O3=2.23; B2O3=4.94; CAO=5.95; K2O=1.72; NA2O=14.19; Li2O=3.97; TIO2=13.74; RO=5.95; R2O=19.88; R2O3=7.23; RO2=14.13; RmOn=100.00,SIO2=60.36; K2O=2.01; NA2O=16.51; Li2O=4.23; TIO2=16.00; R2O=22.75; RO2=16.44; RmOn=100.00,adaptive_B
F2,adaptive,B,992800086979,0.006811194648083648,SIO2=69.56; K2O=7.30; NA2O=2.34; PBO=20.42; RO=20.49; R2O=9.81; RmOn=100.00,"{""SIO2"": 5.713, ""AL2O3"": 0.041, ""B2O3"": 0.0, ""CAO"": 0.186, ""K2O"": 2.232, ""NA2O"": 3.274, ""PBO"": 5.975, ""Li2O"": 1.118, ""MgO"": 0.0, ""SRO"": 0.0, ""BAO"": 0.081, ""ZNO"": 0.0, ""P2O5"": 0.0, ""GEO2"": 0.0, ""ZRO2"": 0.0, ""TIO2"": 0.0, ""TEO2"": 0.0, ""RO"": 6.039, ""FemOn"": 0.0, ""R2O"": 2.617, ""R2O3"": 0.127, ""RO2"": 0.0, ""RO3"": 0.0, ""RO4"": 0.0, ""R2O5"": 0.0, ""RF"": 0.0, ""RF2"": 0.0, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 0.0, ""RmOn"": 0.0, ""RmNn"": 0.0}",flint,1.0,False,idw,20,SIO2=69.56; K2O=7.26; NA2O=2.22; PBO=20.55; RO=20.62; R2O=9.68; RmOn=100.00,SIO2=69.56; K2O=7.30; NA2O=2.34; PBO=20.42; RO=20.49; R2O=9.81; RmOn=100.00,SIO2=70.87; K2O=7.90; NA2O=1.53; PBO=19.37; RO=19.37; R2O=9.64; RmOn=100.00,adaptive_B
F2HT,adaptive,B,992800086979,0.006811194648083648,SIO2=69.56; K2O=7.30; NA2O=2.34; PBO=20.42; RO=20.49; R2O=9.81; RmOn=100.00,"{""SIO2"": 5.713, ""AL2O3"": 0.041, ""B2O3"": 0.0, ""CAO"": 0.186, ""K2O"": 2.232, ""NA2O"": 3.274, ""PBO"": 5.975, ""Li2O"": 1.118, ""MgO"": 0.0, ""SRO"": 0.0, ""BAO"": 0.081, ""ZNO"": 0.0, ""P2O5"": 0.0, ""GEO2"": 0.0, ""ZRO2"": 0.0, ""TIO2"": 0.0, ""TEO2"": 0.0, ""RO"": 6.039, ""FemOn"": 0.0, ""R2O"": 2.617, ""R2O3"": 0.127, ""RO2"": 0.0, ""RO3"": 0.0, ""RO4"": 0.0, ""R2O5"": 0.0, ""RF"": 0.0, ""RF2"": 0.0, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 0.0, ""RmOn"": 0.0, ""RmNn"": 0.0}",flint,1.0,False,idw,20,SIO2=69.56; K2O=7.26; NA2O=2.22; PBO=20.55; RO=20.62; R2O=9.68; RmOn=100.00,SIO2=69.56; K2O=7.30; NA2O=2.34; PBO=20.42; RO=20.49; R2O=9.81; RmOn=100.00,SIO2=70.87; K2O=7.90; NA2O=1.53; PBO=19.37; RO=19.37; R2O=9.64; RmOn=100.00,adaptive_B
F2HTi,adaptive,B,992800086979,0.006811194648083648,SIO2=69.56; K2O=7.30; NA2O=2.34; PBO=20.42; RO=20.49; R2O=9.81; RmOn=100.00,"{""SIO2"": 5.713, ""AL2O3"": 0.041, ""B2O3"": 0.0, ""CAO"": 0.186, ""K2O"": 2.232, ""NA2O"": 3.274, ""PBO"": 5.975, ""Li2O"": 1.118, ""MgO"": 0.0, ""SRO"": 0.0, ""BAO"": 0.081, ""ZNO"": 0.0, ""P2O5"": 0.0, ""GEO2"": 0.0, ""ZRO2"": 0.0, ""TIO2"": 0.0, ""TEO2"": 0.0, ""RO"": 6.039, ""FemOn"": 0.0, ""R2O"": 2.617, ""R2O3"": 0.127, ""RO2"": 0.0, ""RO3"": 0.0, ""RO4"": 0.0, ""R2O5"": 0.0, ""RF"": 0.0, ""RF2"": 0.0, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 0.0, ""RmOn"": 0.0, ""RmNn"": 0.0}",flint,1.0,False,idw,20,SIO2=69.56; K2O=7.26; NA2O=2.22; PBO=20.55; RO=20.62; R2O=9.68; RmOn=100.00,SIO2=69.56; K2O=7.30; NA2O=2.34; PBO=20.42; RO=20.49; R2O=9.81; RmOn=100.00,SIO2=70.87; K2O=7.90; NA2O=1.53; PBO=19.37; RO=19.37; R2O=9.64; RmOn=100.00,adaptive_B
