glass_name,filter_mode,property_mode,distance_first,distance_mean_top20,composition_variance,family_entropy,effective_neighbors,uncertainty_score,composition_completeness,physically_plausible,high_uncertainty,comp_exp_weight,comp_idw,comp_cluster_kmeans,scenario
N-F2,adaptive,B,0.02067157655144129,0.05477802825657816,57.267569865396666,0.5623351446188083,20,3.1370045602722625,1.0,False,True,SIO2=51.62; AL2O3=2.55; B2O3=5.64; CAO=6.79; K2O=1.98; NA2O=13.69; Li2O=3.79; TIO2=13.46; RO=6.79; R2O=19.46; R2O3=8.25; RO2=13.88; RmOn=100.00,SIO2=52.82; AL2O3=2.23; B2O3=4.94; CAO=5.95; K2O=1.72; NA2O=14.19; Li2O=3.97; TIO2=13.74; RO=5.95; R2O=19.88; R2O3=7.23; RO2=14.13; RmOn=100.00,SIO2=60.36; K2O=2.01; NA2O=16.51; Li2O=4.23; TIO2=16.00; R2O=22.75; RO2=16.44; RmOn=100.00,adaptive_B
F2,adaptive,B,0.006811194648083648,0.017617122933676545,3.385793931797049,0.0,20,0.05964794792456467,1.0,False,True,SIO2=69.56; K2O=7.26; NA2O=2.22; PBO=20.55; RO=20.62; R2O=9.68; RmOn=100.00,SIO2=69.56; K2O=7.30; NA2O=2.34; PBO=20.42; RO=20.49; R2O=9.81; RmOn=100.00,SIO2=70.87; K2O=7.90; NA2O=1.53; PBO=19.37; RO=19.37; R2O=9.64; RmOn=100.00,adaptive_B
F2HT,adaptive,B,0.006811194648083648,0.017617122933676545,3.385793931797049,0.0,20,0.05964794792456467,1.0,False,True,SIO2=69.56; K2O=7.26; NA2O=2.22; PBO=20.55; RO=20.62; R2O=9.68; RmOn=100.00,SIO2=69.56; K2O=7.30; NA2O=2.34; PBO=20.42; RO=20.49; R2O=9.81; RmOn=100.00,SIO2=70.87; K2O=7.90; NA2O=1.53; PBO=19.37; RO=19.37; R2O=9.64; RmOn=100.00,adaptive_B
F2HTi,adaptive,B,0.006811194648083648,0.017617122933676545,3.385793931797049,0.0,20,0.05964794792456467,1.0,False,True,SIO2=69.56; K2O=7.26; NA2O=2.22; PBO=20.55; RO=20.62; R2O=9.68; RmOn=100.00,SIO2=69.56; K2O=7.30; NA2O=2.34; PBO=20.42; RO=20.49; R2O=9.81; RmOn=100.00,SIO2=70.87; K2O=7.90; NA2O=1.53; PBO=19.37; RO=19.37; R2O=9.64; RmOn=100.00,adaptive_B
N-PSK53A,adaptive,B,0.030427180893836732,0.04924270955253388,70.73148038811263,0.7909873504355756,20,3.4830097449725765,1.0,False,True,SIO2=12.63; AL2O3=0.50; B2O3=36.86; MgO=3.20; BAO=30.24; P2O5=11.44; GEO2=3.84; RO=33.44; R2O3=38.64; RO2=3.84; R2O5=11.44; RmOn=100.00,SIO2=12.60; AL2O3=0.50; B2O3=36.76; MgO=3.29; BAO=30.26; P2O5=11.53; GEO2=3.78; RO=33.55; R2O3=38.55; RO2=3.78; R2O5=11.53; RmOn=100.00,AL2O3=1.66; B2O3=14.34; MgO=10.84; BAO=34.00; P2O5=34.92; RO=44.85; R2O3=20.24; R2O5=34.92; RmOn=100.00,adaptive_B
N-SSK8,adaptive,B,0.030337745659687686,0.08087369585862252,97.99932510048214,0.9989315046035592,20,7.925567612526664,1.0,False,True,SIO2=39.45; AL2O3=0.74; B2O3=10.15; CAO=0.60; K2O=1.61; NA2O=8.03; Li2O=1.56; SRO=3.33; BAO=5.24; ZNO=4.97; P2O5=10.07; GEO2=3.44; ZRO2=2.93; TIO2=1.21; RO=14.42; R2O=11.27; R2O3=16.52; RO2=7.58; R2O5=10.15; RmOn=99.38,SIO2=39.00; AL2O3=0.71; B2O3=9.74; CAO=0.62; K2O=1.60; NA2O=8.60; Li2O=1.47; SRO=3.12; BAO=5.23; ZNO=4.74; P2O5=9.40; GEO2=4.83; ZRO2=3.41; TIO2=1.23; RO=13.97; R2O=11.76; R2O3=15.74; RO2=9.47; R2O5=9.47; RmOn=99.41,SIO2=49.15; AL2O3=0.89; B2O3=6.18; CAO=0.79; K2O=2.01; NA2O=10.84; Li2O=1.85; BAO=6.59; ZNO=5.97; GEO2=6.08; ZRO2=4.30; TIO2=1.55; RO=13.89; R2O=14.81; R2O3=9.37; RO2=11.93; RmOn=99.26,adaptive_B
N-KZFS4,adaptive,B,0.027123963515236545,0.058308403250571295,104.95776511880013,0.9142855814670989,20,6.119919692825744,1.0,False,True,SIO2=21.85; AL2O3=4.92; B2O3=31.60; CAO=5.08; K2O=2.57; NA2O=3.29; PBO=4.39; Li2O=6.41; ZNO=2.84; P2O5=4.37; GEO2=4.66; ZRO2=1.68; TIO2=3.13; RO=13.22; R2O=12.27; R2O3=37.49; RO2=9.46; R2O5=5.11; RmOn=99.71,SIO2=22.08; AL2O3=4.90; B2O3=31.67; CAO=5.10; K2O=2.56; NA2O=3.40; PBO=4.32; Li2O=6.27; ZNO=2.83; P2O5=4.32; GEO2=4.48; ZRO2=1.75; TIO2=3.09; RO=13.18; R2O=12.23; R2O3=37.50; RO2=9.33; R2O5=5.11; RmOn=99.73,SIO2=1.51; AL2O3=10.06; B2O3=65.00; CAO=6.22; PBO=10.30; Li2O=2.69; MgO=0.69; TIO2=1.39; RO=17.21; R2O=2.69; R2O3=76.14; RO2=1.75; RF=0.70; RHaln=0.70; RmOn=99.30,adaptive_B
N-SK4,adaptive,B,0.01429836110073262,0.03561061946826924,50.19780770802549,0.7305880613711224,20,1.7875750284318483,1.0,False,True,SIO2=44.50; AL2O3=4.41; B2O3=12.94; MgO=0.61; BAO=23.87; P2O5=8.95; RO=24.94; R2O3=21.50; R2O5=9.01; RmOn=100.00,SIO2=44.36; AL2O3=4.69; B2O3=13.24; MgO=0.58; BAO=24.18; P2O5=8.47; RO=25.19; R2O3=21.89; R2O5=8.53; RmOn=100.00,SIO2=51.75; AL2O3=5.48; B2O3=13.76; BAO=28.21; RO=28.70; R2O3=19.50; RmOn=100.00,adaptive_B
P-SK60,adaptive,B,0.04374380572083036,0.0613827970543598,22.77799453996252,0.1985152433458726,20,1.398177016151835,1.0,False,True,SIO2=34.23; AL2O3=1.78; B2O3=26.56; CAO=8.56; K2O=0.57; NA2O=0.72; Li2O=13.07; MgO=0.82; BAO=5.16; ZNO=1.78; GEO2=2.26; ZRO2=1.01; RO=16.57; R2O=14.37; R2O3=31.06; RO2=3.39; RmOn=99.64,SIO2=34.20; AL2O3=1.79; B2O3=26.52; CAO=8.63; K2O=0.57; NA2O=0.71; Li2O=13.06; MgO=0.86; BAO=5.16; ZNO=1.76; GEO2=2.29; ZRO2=1.01; RO=16.65; R2O=14.34; R2O3=31.02; RO2=3.42; RmOn=99.64,SIO2=37.90; AL2O3=2.01; B2O3=23.42; CAO=9.70; K2O=0.64; Li2O=12.98; MgO=0.96; BAO=5.80; ZNO=1.98; ZRO2=1.13; RO=18.73; R2O=13.88; R2O3=27.80; RO2=1.27; RmOn=99.60,adaptive_B
N-BAF52,adaptive,B,0.003946795981243687,0.05740054316948053,59.555511474326245,0.8864644756797975,20,3.4185187073625567,1.0,False,True,SIO2=41.51; AL2O3=2.95; B2O3=22.27; CAO=1.07; K2O=3.13; NA2O=5.86; PBO=2.17; Li2O=3.34; MgO=0.58; SRO=1.36; BAO=4.46; ZNO=0.83; GEO2=1.06; ZRO2=3.86; TIO2=3.29; RO=10.56; R2O=12.37; R2O3=25.86; RO2=8.22; RO3=0.59; R2O5=0.62; RmOn=99.72,SIO2=47.09; AL2O3=2.66; B2O3=18.55; CAO=0.73; K2O=3.11; NA2O=5.51; PBO=1.39; Li2O=2.14; SRO=0.91; BAO=7.47; ZNO=0.53; GEO2=0.67; ZRO2=2.47; TIO2=4.91; RO=11.45; R2O=10.79; R2O3=21.65; RO2=8.06; RmOn=99.81,SIO2=55.61; AL2O3=1.49; B2O3=10.07; CAO=0.74; K2O=3.22; NA2O=7.59; BAO=10.50; ZNO=0.65; GEO2=1.04; ZRO2=2.35; TIO2=6.12; RO=11.95; R2O=11.16; R2O3=11.63; RO2=9.52; RmOn=100.00,adaptive_B
N-SK2,adaptive,B,0.005717351395152869,0.03770357851699764,18.862872430727805,0.42270908780599087,20,0.711197791748056,1.0,False,True,SIO2=53.49; AL2O3=3.21; B2O3=10.80; MgO=0.66; BAO=23.87; ZNO=6.43; RO=31.28; R2O3=14.68; RmOn=100.00,SIO2=54.78; AL2O3=2.78; B2O3=9.44; BAO=23.76; ZNO=7.95; RO=32.24; R2O3=12.68; RmOn=100.00,SIO2=55.55; AL2O3=2.80; B2O3=8.67; BAO=24.44; ZNO=8.18; RO=32.72; R2O3=11.70; RmOn=100.00,adaptive_B
N-SK2HT,adaptive,B,0.005717351395152869,0.03770357851699764,18.862872430727805,0.42270908780599087,20,0.711197791748056,1.0,False,True,SIO2=53.49; AL2O3=3.21; B2O3=10.80; MgO=0.66; BAO=23.87; ZNO=6.43; RO=31.28; R2O3=14.68; RmOn=100.00,SIO2=54.78; AL2O3=2.78; B2O3=9.44; BAO=23.76; ZNO=7.95; RO=32.24; R2O3=12.68; RmOn=100.00,SIO2=55.55; AL2O3=2.80; B2O3=8.67; BAO=24.44; ZNO=8.18; RO=32.72; R2O3=11.70; RmOn=100.00,adaptive_B
N-BAF4,adaptive,B,0.00714159330678718,0.05708203718987178,76.69174058048091,1.0104127537805414,20,4.37772078797101,1.0,False,True,SIO2=26.42; AL2O3=2.41; B2O3=10.70; CAO=6.98; K2O=4.89; NA2O=4.47; PBO=1.03; Li2O=11.67; SRO=0.50; BAO=2.15; ZNO=5.63; P2O5=14.81; ZRO2=1.19; TIO2=5.44; RO=16.33; R2O=21.03; R2O3=13.44; RO2=6.63; R2O5=15.92; RmOn=99.82,SIO2=22.54; AL2O3=2.14; B2O3=7.90; CAO=7.90; K2O=4.69; NA2O=5.74; PBO=0.69; Li2O=13.50; BAO=2.09; ZNO=6.78; P2O5=17.59; ZRO2=0.80; TIO2=5.95; RO=17.80; R2O=23.94; R2O3=10.27; RO2=6.75; R2O5=18.54; RmOn=99.87,AL2O3=1.61; CAO=12.34; K2O=5.19; NA2O=7.24; Li2O=23.40; ZNO=10.83; P2O5=31.77; TIO2=5.57; RO=23.70; R2O=35.83; R2O3=1.68; RO2=5.57; R2O5=33.18; RmOn=100.00,adaptive_B
F5,adaptive,B,0.007026195246380063,0.034759557335192655,14.68928219024056,0.39439769144744274,20,0.510592946504491,1.0,False,True,SIO2=69.08; AL2O3=0.57; B2O3=0.74; K2O=4.89; NA2O=4.46; PBO=16.32; ZNO=1.01; P2O5=2.02; RO=17.33; R2O=9.85; R2O3=1.72; R2O5=2.02; RmOn=100.00,SIO2=70.18; AL2O3=0.51; B2O3=0.59; K2O=4.92; NA2O=4.06; PBO=16.58; ZNO=0.80; P2O5=1.61; RO=17.38; R2O=9.39; R2O3=1.45; R2O5=1.61; RmOn=100.00,SIO2=73.46; K2O=5.02; NA2O=3.54; PBO=17.30; RO=17.30; R2O=8.55; R2O3=0.69; RmOn=100.00,adaptive_B
N-SK14,adaptive,B,0.005733947809383888,0.03684760508880967,67.24843078188091,0.5623351446188083,20,2.4779436202929004,1.0,False,True,SIO2=42.34; AL2O3=3.02; B2O3=15.62; NA2O=0.95; BAO=23.18; P2O5=11.19; RO=23.46; R2O=0.95; R2O3=21.90; R2O5=11.19; RmOn=100.00,SIO2=44.99; AL2O3=3.12; B2O3=16.21; NA2O=0.79; BAO=23.87; P2O5=8.27; RO=24.07; R2O=0.79; R2O3=21.76; R2O5=8.27; RmOn=100.00,SIO2=53.31; AL2O3=3.49; B2O3=17.10; NA2O=0.73; BAO=24.76; RO=25.00; R2O=0.73; R2O3=20.83; RmOn=100.00,adaptive_B
LF5G19,adaptive,B,0.02738328139216823,0.054163220965637804,41.15935878531159,1.165524439934698,20,2.229323444692797,1.0,False,True,SIO2=64.31; B2O3=2.23; K2O=6.62; NA2O=6.15; PBO=10.85; Li2O=0.74; BAO=0.62; GEO2=4.54; RO=12.47; R2O=13.51; R2O3=3.44; RO2=4.66; RF=0.72; RF2=0.69; RHaln=1.40; RmOn=98.60,SIO2=64.42; B2O3=2.18; K2O=6.70; NA2O=6.07; PBO=10.90; Li2O=0.73; BAO=0.62; GEO2=4.40; RO=12.52; R2O=13.50; R2O3=3.38; RO2=4.51; RF=0.74; RF2=0.71; RHaln=1.45; RmOn=98.55,SIO2=69.15; B2O3=1.28; K2O=6.72; NA2O=6.65; PBO=11.94; Li2O=0.80; BAO=0.68; RO=13.72; R2O=14.17; R2O3=2.23; RO2=0.51; RmOn=100.00,adaptive_B
N-SK5,adaptive,B,0.0004311831133432213,0.024212258989895822,0.5008941071286522,0.0,20,0.01212777784831155,1.0,False,True,SIO2=54.81; AL2O3=4.04; B2O3=17.83; Li2O=0.70; BAO=22.15; RO=22.35; R2O=0.70; R2O3=22.13; RmOn=100.00,SIO2=54.80; AL2O3=4.12; B2O3=18.12; BAO=22.23; RO=22.29; R2O3=22.66; RmOn=100.00,SIO2=54.86; AL2O3=4.08; B2O3=18.21; BAO=22.35; RO=22.35; R2O3=22.74; RmOn=100.00,adaptive_B
N-SK5HTi,adaptive,B,0.0004311831133432213,0.024212258989895822,0.5008941071286522,0.0,20,0.01212777784831155,1.0,False,True,SIO2=54.81; AL2O3=4.04; B2O3=17.83; Li2O=0.70; BAO=22.15; RO=22.35; R2O=0.70; R2O3=22.13; RmOn=100.00,SIO2=54.80; AL2O3=4.12; B2O3=18.12; BAO=22.23; RO=22.29; R2O3=22.66; RmOn=100.00,SIO2=54.86; AL2O3=4.08; B2O3=18.21; BAO=22.35; RO=22.35; R2O3=22.74; RmOn=100.00,adaptive_B
P-SK57,adaptive,B,0.012505429157548474,0.02972450930977195,3.6858653108604718,0.0,20,0.10956053774723758,1.0,False,True,SIO2=48.92; AL2O3=2.54; B2O3=14.91; CAO=1.63; NA2O=1.82; Li2O=16.76; SRO=1.47; BAO=7.49; ZNO=3.46; RO=14.06; R2O=18.80; R2O3=18.05; RmOn=100.00,SIO2=48.96; AL2O3=2.53; B2O3=14.89; CAO=1.61; NA2O=1.86; Li2O=16.72; SRO=1.47; BAO=7.59; ZNO=3.40; RO=14.07; R2O=18.79; R2O3=18.01; RmOn=100.00,SIO2=50.76; AL2O3=2.45; B2O3=13.85; CAO=0.88; NA2O=2.15; Li2O=15.99; SRO=1.10; BAO=9.08; ZNO=2.75; RO=13.80; R2O=18.46; R2O3=16.85; RmOn=100.00,adaptive_B
LF5,adaptive,B,0.01605872473475811,0.03303378618011098,30.65311258388025,0.1985152433458726,20,1.0125883668507694,1.0,False,True,SIO2=72.03; B2O3=0.99; K2O=7.02; NA2O=3.17; PBO=12.56; GEO2=3.49; RO=12.61; R2O=10.51; R2O3=1.35; RO2=3.49; RmOn=100.00,SIO2=72.15; B2O3=0.96; K2O=7.04; NA2O=3.15; PBO=12.59; GEO2=3.37; RO=12.64; R2O=10.52; R2O3=1.32; RO2=3.37; RmOn=100.00,SIO2=76.27; K2O=7.96; NA2O=1.20; PBO=13.82; RO=13.87; R2O=9.54; RmOn=100.00,adaptive_B
LF5HTi,adaptive,B,0.015157207202068925,0.03283520888936068,30.65311258388025,0.1985152433458726,20,1.0065013548007986,1.0,False,True,SIO2=72.10; B2O3=0.98; K2O=7.02; NA2O=3.13; PBO=12.57; GEO2=3.47; RO=12.62; R2O=10.47; R2O3=1.35; RO2=3.47; RmOn=100.00,SIO2=72.22; B2O3=0.96; K2O=7.04; NA2O=3.10; PBO=12.61; GEO2=3.33; RO=12.66; R2O=10.47; R2O3=1.32; RO2=3.33; RmOn=100.00,SIO2=76.29; K2O=7.94; NA2O=1.21; PBO=13.82; RO=13.87; R2O=9.52; RmOn=100.00,adaptive_B
N-BALF4,adaptive,B,0.010465475925958222,0.04692289968609627,67.83757438027095,1.070047314690476,20,3.183135697593548,1.0,False,True,SIO2=53.10; B2O3=6.04; CAO=1.05; K2O=2.61; NA2O=10.89; Li2O=0.53; SRO=3.79; BAO=6.54; ZNO=3.76; P2O5=4.11; GEO2=2.61; RO=15.38; R2O=14.03; R2O3=9.12; RO2=3.06; R2O5=4.33; RF3=0.77; RHaln=0.96; RmOn=99.03,SIO2=54.79; B2O3=5.70; CAO=0.92; K2O=2.61; NA2O=10.41; SRO=3.29; BAO=6.55; ZNO=4.61; P2O5=3.49; GEO2=2.34; TIO2=0.51; RO=15.57; R2O=13.50; R2O3=8.70; RO2=2.94; R2O5=3.68; RF3=0.65; RHaln=0.82; RmOn=99.18,SIO2=63.71; B2O3=1.13; CAO=0.89; K2O=3.10; NA2O=11.92; SRO=2.57; BAO=7.77; ZNO=5.47; TIO2=0.60; RO=16.94; R2O=15.02; R2O3=3.39; RO2=0.71; RmOn=99.99,adaptive_B
N-BAK1,adaptive,B,0.0066836375728045894,0.018295880751047787,0.8561528509915756,0.1985152433458726,20,0.015664070466411453,1.0,False,True,SIO2=63.48; B2O3=4.50; K2O=5.96; NA2O=1.46; BAO=15.21; ZNO=8.99; RO=24.20; R2O=7.41; R2O3=4.91; RmOn=100.00,SIO2=63.56; B2O3=4.50; K2O=5.93; NA2O=1.41; BAO=15.22; ZNO=8.97; RO=24.20; R2O=7.34; R2O3=4.90; RmOn=100.00,SIO2=63.38; B2O3=4.69; K2O=6.09; NA2O=1.11; BAO=14.90; ZNO=9.44; RO=24.34; R2O=7.20; R2O3=5.08; RmOn=100.00,adaptive_B
N-BAK4,adaptive,B,0.009894638702351098,0.0377221844475667,59.04024797726847,0.8864644756797975,20,2.227127124028598,1.0,False,True,SIO2=54.03; B2O3=5.20; CAO=0.65; K2O=6.32; NA2O=5.95; SRO=7.67; BAO=6.81; ZNO=4.03; P2O5=7.20; RO=19.24; R2O=12.27; R2O3=6.78; R2O5=7.52; RmOn=99.98,SIO2=54.54; B2O3=5.30; CAO=0.56; K2O=6.38; NA2O=5.65; SRO=8.06; BAO=6.65; ZNO=4.26; P2O5=6.58; RO=19.60; R2O=12.03; R2O3=6.68; R2O5=6.89; RmOn=99.96,SIO2=62.79; B2O3=3.16; CAO=0.65; K2O=7.34; NA2O=6.50; SRO=6.52; BAO=6.83; ZNO=4.91; RO=18.98; R2O=13.84; R2O3=3.72; RmOn=99.96,adaptive_B
N-BAK4HT,adaptive,B,0.009894638702351098,0.0377221844475667,59.04024797726847,0.8864644756797975,20,2.227127124028598,1.0,False,True,SIO2=54.03; B2O3=5.20; CAO=0.65; K2O=6.32; NA2O=5.95; SRO=7.67; BAO=6.81; ZNO=4.03; P2O5=7.20; RO=19.24; R2O=12.27; R2O3=6.78; R2O5=7.52; RmOn=99.98,SIO2=54.54; B2O3=5.30; CAO=0.56; K2O=6.38; NA2O=5.65; SRO=8.06; BAO=6.65; ZNO=4.26; P2O5=6.58; RO=19.60; R2O=12.03; R2O3=6.68; R2O5=6.89; RmOn=99.96,SIO2=62.79; B2O3=3.16; CAO=0.65; K2O=7.34; NA2O=6.50; SRO=6.52; BAO=6.83; ZNO=4.91; RO=18.98; R2O=13.84; R2O3=3.72; RmOn=99.96,adaptive_B
N-SK11,adaptive,B,0.030632368952032564,0.05094753137564591,119.64287549817486,1.0486537893593546,20,6.095509153315761,1.0,False,True,SIO2=33.81; AL2O3=2.09; B2O3=4.81; CAO=0.70; NA2O=4.70; Li2O=1.80; SRO=1.73; BAO=3.57; ZNO=1.49; P2O5=35.02; RO=7.50; R2O=6.90; R2O3=16.58; R2O5=35.02; RmOn=100.00,SIO2=34.12; AL2O3=2.08; B2O3=4.81; CAO=0.69; NA2O=4.82; Li2O=1.75; SRO=1.69; BAO=3.65; ZNO=1.47; P2O5=34.62; RO=7.50; R2O=7.00; R2O3=16.58; R2O5=34.62; RmOn=100.00,SIO2=61.76; AL2O3=2.84; B2O3=15.15; K2O=1.69; NA2O=0.51; BAO=17.22; ZNO=0.66; RO=17.88; R2O=2.21; R2O3=18.15; RmOn=100.00,adaptive_B
N-KZFS2,adaptive,B,0.012091356270579967,0.05026465974809187,78.42528451708745,0.6128694524619495,20,3.942020241898698,1.0,False,True,SIO2=31.00; AL2O3=3.60; B2O3=34.39; CAO=5.32; K2O=1.12; NA2O=6.27; Li2O=10.62; ZNO=2.47; GEO2=0.89; TIO2=1.43; RO=8.88; R2O=18.01; R2O3=38.17; RO2=2.82; R2O5=0.55; RF=0.56; RHaln=0.56; RmOn=99.44,SIO2=30.86; AL2O3=3.82; B2O3=35.00; CAO=5.17; K2O=1.22; NA2O=5.69; Li2O=10.09; ZNO=3.01; GEO2=0.80; ZRO2=0.57; TIO2=1.27; RO=9.26; R2O=17.00; R2O3=38.98; RO2=2.70; R2O5=0.69; RF=0.51; RHaln=0.51; RmOn=99.49,SIO2=12.49; AL2O3=7.03; B2O3=57.70; CAO=4.44; NA2O=1.12; PBO=0.74; Li2O=8.81; ZNO=2.43; GEO2=1.54; ZRO2=0.99; RO=7.61; R2O=10.38; R2O3=64.95; RO2=2.66; R2O5=1.24; RF=0.67; RHaln=0.67; RmOn=99.33,adaptive_B
N-PSK3,adaptive,B,0.02302068593989478,0.059319414101472255,166.49749632819695,0.9489154358953991,20,9.876533931550671,1.0,False,True,SIO2=13.05; AL2O3=0.73; B2O3=30.48; K2O=2.81; NA2O=2.05; MgO=0.83; SRO=2.48; BAO=9.85; P2O5=33.88; RO=13.72; R2O=4.86; R2O3=34.48; R2O5=33.88; RmOn=100.00,SIO2=12.48; AL2O3=0.69; B2O3=31.63; K2O=3.21; NA2O=1.94; MgO=0.78; SRO=2.38; BAO=10.29; P2O5=32.90; RO=14.00; R2O=5.16; R2O3=35.46; R2O5=32.90; RmOn=100.00,SIO2=3.87; B2O3=71.30; K2O=4.55; NA2O=1.09; BAO=19.10; RO=19.10; R2O=5.64; R2O3=71.39; RmOn=100.00,adaptive_B
LLF1HTi,adaptive,B,0.0004975406332863385,0.03822704938933003,61.05384270162734,0.639031859650177,20,2.3339082603634953,1.0,False,True,SIO2=67.07; B2O3=2.28; K2O=4.60; NA2O=7.57; PBO=6.77; SRO=1.04; P2O5=5.38; RO=7.85; R2O=12.65; R2O3=2.94; R2O5=5.46; RF=3.70; RHaln=3.70; RmOn=96.30,SIO2=75.58; B2O3=0.53; K2O=6.03; NA2O=6.33; PBO=8.91; P2O5=1.16; RO=9.16; R2O=12.46; R2O3=0.71; R2O5=1.18; RF=0.85; RHaln=0.85; RmOn=99.15,SIO2=77.71; K2O=6.29; NA2O=6.50; PBO=9.29; RO=9.31; R2O=12.90; RmOn=100.00,adaptive_B
LLF1,adaptive,B,0.003458140357073703,0.03650197563249978,79.44254403683829,0.7305880613711224,20,2.899809806616462,1.0,False,True,SIO2=65.74; B2O3=2.04; K2O=4.46; NA2O=7.57; PBO=6.70; SRO=0.96; P2O5=5.72; RO=7.71; R2O=12.53; R2O3=2.90; R2O5=5.79; RF=4.90; RHaln=4.90; RmOn=95.10,SIO2=69.77; B2O3=1.29; K2O=3.84; NA2O=8.94; PBO=7.54; SRO=0.61; P2O5=3.56; RO=8.28; R2O=13.10; R2O3=1.88; R2O5=3.60; RF=3.09; RHaln=3.09; RmOn=96.91,SIO2=76.47; K2O=4.37; NA2O=9.89; PBO=8.58; RO=8.73; R2O=14.59; RmOn=100.00,adaptive_B
N-BALF5,adaptive,B,0.014946144691744071,0.04214257929016131,61.84823851884896,0.8237197315118312,20,2.606444295737401,1.0,False,True,SIO2=51.04; AL2O3=3.11; B2O3=12.43; CAO=9.72; K2O=1.44; NA2O=14.19; Li2O=0.72; BAO=0.83; ZNO=1.05; P2O5=2.16; ZRO2=0.68; RO=12.20; R2O=16.35; R2O3=15.64; RO2=1.13; R2O5=2.32; RF=1.10; RHaln=1.26; RmOn=98.74,SIO2=49.45; AL2O3=3.60; B2O3=13.90; CAO=9.71; K2O=1.35; NA2O=14.03; PBO=0.62; Li2O=0.65; BAO=0.77; ZNO=0.95; P2O5=1.95; ZRO2=0.64; RO=12.21; R2O=16.04; R2O3=17.59; RO2=1.08; R2O5=2.10; RF=1.33; RHaln=1.48; RmOn=98.52,SIO2=3.76; AL2O3=18.12; B2O3=58.98; CAO=6.02; PBO=3.76; BAO=3.71; RO=13.49; R2O3=77.10; RF=5.64; RHaln=5.64; RmOn=94.36,adaptive_B
N-BAK2,adaptive,B,0.0037362377783743414,0.042383890346624556,54.057371800985685,0.639031859650177,20,2.2911617188396916,1.0,False,True,SIO2=60.83; AL2O3=1.89; B2O3=4.73; CAO=0.97; K2O=5.15; NA2O=8.63; MgO=0.78; SRO=2.48; BAO=6.68; ZNO=2.30; P2O5=4.17; RO=13.30; R2O=13.92; R2O3=7.49; R2O5=4.17; RmOn=100.00,SIO2=64.08; AL2O3=1.33; B2O3=4.41; CAO=0.67; K2O=5.83; NA2O=7.29; MgO=0.54; SRO=1.79; BAO=7.33; ZNO=2.85; P2O5=2.85; RO=13.25; R2O=13.22; R2O3=6.40; R2O5=2.85; RmOn=100.00,SIO2=69.30; AL2O3=0.51; B2O3=3.13; CAO=0.72; K2O=6.02; NA2O=7.69; SRO=1.94; BAO=6.87; ZNO=3.09; RO=12.71; R2O=13.71; R2O3=4.28; RmOn=100.00,adaptive_B
N-PK51,adaptive,B,0.04617423120601536,0.10948613168565739,77.83630107494426,0.1985152433458726,20,8.521995509415824,1.0,True,True,AL2O3=1.15; CAO=0.83; MgO=0.54; BAO=4.05; ZNO=1.49; P2O5=9.87; RO=6.91; R2O3=1.27; R2O5=9.87; RF2=15.91; RF3=4.15; RHaln=20.06; RmOn=18.21,AL2O3=1.24; CAO=0.95; MgO=0.62; BAO=4.22; ZNO=1.39; P2O5=10.43; RO=7.18; R2O3=1.35; R2O5=10.43; RF2=17.00; RF3=4.58; RHaln=21.58; RmOn=19.15,BAO=6.18; P2O5=23.08; RO=6.18; R2O5=23.08; RF2=55.72; RF3=15.02; RHaln=70.74; RmOn=29.26,adaptive_B
N-KF9,adaptive,B,0.027477007738052034,0.044223007560588765,49.066796342837335,0.8556886672556694,20,2.1698813056431647,1.0,False,True,SIO2=56.69; AL2O3=2.68; B2O3=3.54; CAO=1.44; K2O=2.05; NA2O=22.87; Li2O=4.11; P2O5=3.45; TIO2=1.26; RO=1.59; R2O=29.03; R2O3=6.67; RO2=1.26; R2O5=3.64; RmOn=98.89,SIO2=56.72; AL2O3=2.71; B2O3=3.52; CAO=1.42; K2O=2.08; NA2O=22.76; Li2O=4.09; P2O5=3.42; TIO2=1.29; RO=1.58; R2O=28.93; R2O3=6.68; RO2=1.29; R2O5=3.62; RmOn=98.81,SIO2=71.40; AL2O3=0.69; B2O3=3.18; CAO=2.21; K2O=5.11; NA2O=9.15; Li2O=2.56; TIO2=2.40; RO=2.61; R2O=16.82; R2O3=4.86; RO2=2.40; RmOn=98.12,adaptive_B
K5G20,adaptive,B,0.016474694097500183,0.027590073092248552,28.327050121972327,0.6128694524619495,20,0.7815453833530047,1.0,False,True,SIO2=64.38; B2O3=3.28; CAO=3.38; K2O=7.01; NA2O=13.12; Li2O=2.10; MgO=2.69; BAO=0.54; ZNO=0.78; GEO2=0.54; RO=8.07; R2O=22.69; R2O3=3.70; RO2=0.96; RmOn=99.80,SIO2=64.49; B2O3=3.20; CAO=3.27; K2O=6.89; NA2O=13.11; Li2O=2.28; MgO=2.62; BAO=0.53; ZNO=0.84; GEO2=0.52; RO=7.94; R2O=22.79; R2O3=3.63; RO2=0.93; RmOn=99.78,SIO2=66.63; CAO=3.05; K2O=0.71; NA2O=17.99; Li2O=3.03; MgO=4.09; ZNO=1.31; GEO2=0.82; RO=9.07; R2O=22.53; R2O3=0.59; RO2=0.85; RmOn=99.66,adaptive_B
