glass_name,filter_mode,property_mode,rank,sciglass_id,distance,oxide_SIO2,oxide_AL2O3,oxide_B2O3,oxide_CAO,oxide_K2O,oxide_NA2O,oxide_PBO,oxide_Li2O,oxide_MgO,oxide_SRO,oxide_BAO,oxide_ZNO,oxide_P2O5,oxide_GEO2,oxide_ZRO2,oxide_TIO2,oxide_TEO2,oxide_RO,oxide_FemOn,oxide_R2O,oxide_R2O3,oxide_RO2,oxide_RO3,oxide_RO4,oxide_R2O5,oxide_RF,oxide_RF2,oxide_RF3,oxide_RF4,oxide_RF5,oxide_RHal,oxide_RHal2,oxide_RHal3,oxide_RHal4,oxide_RHal5,oxide_RHaln,oxide_RmOn,oxide_RmNn,scenario
N-LASF55,adaptive,B,6,3920300463291,0.10160618828837178,15.668684005737305,0.0,20.781938552856445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4352993965148926,5.143156051635742,0.0,0.0,7.191448211669922,21.05105781555176,0.0,6.578455448150635,0.0,0.0,45.72026443481445,28.24250602722168,0.0,,3.7900876998901367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,adaptive_B
N-LASF55,adaptive,B,7,3920300463285,0.1030217161612354,15.331724166870115,0.0,20.33501625061035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.793285369873047,5.032551288604736,0.0,0.0,7.0367937088012695,20.55446052551269,0.0,10.825836181640623,0.0,0.0,42.5426139831543,27.59125518798828,0.0,,3.708580493927002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.00001525878906,0.0,adaptive_B
N-LASF55,adaptive,B,8,3697500439939,0.1030217161612354,15.321532249450684,0.0,20.332033157348636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.790579319000244,5.030503273010254,0.0,0.0,7.030703544616699,20.592060089111328,0.0,10.821083068847656,0.0,0.0,42.52425003051758,27.622764587402344,0.0,,3.710371255874634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,adaptive_B
N-LASF55,adaptive,B,9,3697500439946,0.10389441567270968,15.78157901763916,0.0,21.65216636657715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.180518627166748,0.0,0.0,7.240724563598633,21.202123641967773,0.0,5.180518627166748,0.0,0.0,46.77468490600586,28.442848205566406,0.0,,3.8203823566436768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.00001525878906,0.0,adaptive_B
N-LASF55,adaptive,B,10,3920300463292,0.10389441567270968,15.781943321228027,0.0,21.65499687194824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.180333137512207,0.0,0.0,7.2434306144714355,21.203222274780277,0.0,5.180333137512207,0.0,0.0,46.77359008789063,28.446653366088867,0.0,,3.817483901977539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,adaptive_B
N-LASF55,adaptive,B,11,4238500484158,0.10416746880149393,15.967717170715332,0.0,24.988130569458008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.675265312194824,18.05665397644043,0.0,0.0,0.0,0.0,53.69520568847656,25.731918334960938,0.0,,4.605159282684326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,adaptive_B
N-LASF55,adaptive,B,12,3920300463303,0.10589594478552243,15.664000511169434,0.0,20.745834350585938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.141618728637695,0.0,0.0,7.189298152923584,22.53942108154297,0.0,5.141618728637695,0.0,0.0,45.67670822143555,29.72871971130371,0.0,,3.788954734802246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,adaptive_B
N-LASF55,adaptive,B,13,3697500439957,0.10589594478552243,15.65999984741211,0.0,20.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.139999866485596,0.0,0.0,7.190000057220459,22.540000915527344,0.0,5.139999866485596,0.0,0.0,45.67999649047852,29.73000144958496,0.0,,3.7899999618530273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.00000762939452,0.0,adaptive_B
N-LASF55,adaptive,B,14,3920300463287,0.10726238473965126,15.540889739990234,0.0,20.61244010925293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.537702560424805,5.101208209991455,0.0,0.0,7.132794380187988,19.396453857421875,0.0,9.638910293579102,0.0,0.0,44.531768798828125,26.529247283935547,0.0,,3.759175539016724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,adaptive_B
N-LASF55,adaptive,B,15,3697500439941,0.10726238473965126,15.539999961853027,0.0,20.61000061035156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.539999961853027,5.099999904632568,0.0,0.0,7.130000114440918,19.399999618530277,0.0,9.639999389648438,0.0,0.0,44.52999877929688,26.529998779296875,0.0,,3.759999990463257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.00000762939452,0.0,adaptive_B
