glass_name,matched_sciglass_id,distance,predicted_composition,composition_std,glass_family,oxide_sum_pct,physically_plausible,high_uncertainty,n_neighbors_for_mean
N-LASF45,2852200365615,0.04463639885586284,SIO2=42.83; B2O3=1.94; CAO=12.37; K2O=1.34; NA2O=2.48; Li2O=2.93; MgO=3.94; SRO=1.80; BAO=4.76; ZNO=5.26; ZRO2=2.37; TIO2=11.05; RO=28.13,"{""SIO2"": 6.292, ""AL2O3"": 0.735, ""B2O3"": 2.63, ""CAO"": 12.526, ""K2O"": 1.243, ""NA2O"": 1.59, ""PBO"": 0.0, ""Li2O"": 1.404, ""MgO"": 3.931, ""SRO"": 2.55, ""BAO"": 4.146, ""ZNO"": 3.663, ""P2O5"": 0.0, ""GEO2"": 0.0, ""ZRO2"": 0.883, ""TIO2"": 6.291, ""TEO2"": 0.0, ""RO"": 9.804, ""FemOn"": 0.0}",uncertain,121.48946822136641,False,True,20
N-LAF21,2980700400283,0.08525225834813152,SIO2=7.66; B2O3=52.29; BAO=2.06; ZNO=4.56; ZRO2=7.24; TIO2=1.32; RO=6.98,"{""SIO2"": 7.5, ""AL2O3"": 1.292, ""B2O3"": 9.064, ""CAO"": 0.322, ""K2O"": 0.397, ""NA2O"": 0.204, ""PBO"": 0.24, ""Li2O"": 0.228, ""MgO"": 0.739, ""SRO"": 0.0, ""BAO"": 6.379, ""ZNO"": 3.56, ""P2O5"": 0.0, ""GEO2"": 0.0, ""ZRO2"": 2.535, ""TIO2"": 2.038, ""TEO2"": 0.0, ""RO"": 6.873, ""FemOn"": 0.0}",uncertain,83.09907382838428,False,True,20
N-LAF33,2398000191627,0.27479803920500645,SIO2=0.75; B2O3=55.52; Li2O=0.67; ZNO=16.68; ZRO2=9.05; RO=16.68,"{""SIO2"": 0.34, ""AL2O3"": 0.4, ""B2O3"": 4.932, ""CAO"": 0.0, ""K2O"": 0.0, ""NA2O"": 0.0, ""PBO"": 0.0, ""Li2O"": 0.472, ""MgO"": 0.0, ""SRO"": 0.0, ""BAO"": 0.0, ""ZNO"": 2.666, ""P2O5"": 0.0, ""GEO2"": 0.0, ""ZRO2"": 1.63, ""TIO2"": 0.0, ""TEO2"": 0.0, ""RO"": 2.666, ""FemOn"": 0.0}",lanthanum,99.53399998247623,True,False,10
N-SF11,2754500361621,0.11228342826487596,SIO2=48.36; CAO=2.83; K2O=3.34; NA2O=11.28; BAO=2.05; TIO2=27.49; RO=4.88,"{""SIO2"": 1.587, ""AL2O3"": 0.0, ""B2O3"": 0.0, ""CAO"": 2.13, ""K2O"": 1.37, ""NA2O"": 0.695, ""PBO"": 0.0, ""Li2O"": 0.0, ""MgO"": 0.0, ""SRO"": 0.0, ""BAO"": 0.842, ""ZNO"": 0.0, ""P2O5"": 0.0, ""GEO2"": 0.0, ""ZRO2"": 0.0, ""TIO2"": 5.86, ""TEO2"": 0.0, ""RO"": 2.972, ""FemOn"": 0.0}",heavy flint,100.23248720169067,True,True,2
SF11,2846100365001,0.35205140529681483,SIO2=20.20; B2O3=2.68; K2O=2.06; NA2O=6.02; PBO=9.75; Li2O=8.94; BAO=12.98; P2O5=11.29; TIO2=0.80; RO=22.73,"{""SIO2"": 28.248, ""AL2O3"": 0.0, ""B2O3"": 2.441, ""CAO"": 0.0, ""K2O"": 0.699, ""NA2O"": 3.753, ""PBO"": 13.942, ""Li2O"": 6.768, ""MgO"": 0.0, ""SRO"": 0.0, ""BAO"": 5.371, ""ZNO"": 0.0, ""P2O5"": 8.566, ""GEO2"": 0.0, ""ZRO2"": 0.217, ""TIO2"": 1.278, ""TEO2"": 0.0, ""RO"": 9.371, ""FemOn"": 0.0}",uncertain,97.50129930078982,False,True,20
SF56A,2823100362595,0.036975727298569745,SIO2=35.06; B2O3=1.26; K2O=2.13; NA2O=4.58; PBO=20.82; Li2O=6.19; BAO=5.99; P2O5=6.54; TIO2=1.02; RO=26.81,"{""SIO2"": 29.411, ""AL2O3"": 0.0, ""B2O3"": 1.755, ""CAO"": 0.0, ""K2O"": 0.53, ""NA2O"": 3.714, ""PBO"": 17.57, ""Li2O"": 6.833, ""MgO"": 0.0, ""SRO"": 0.0, ""BAO"": 7.534, ""ZNO"": 0.0, ""P2O5"": 8.227, ""GEO2"": 0.0, ""ZRO2"": 0.843, ""TIO2"": 1.516, ""TEO2"": 0.0, ""RO"": 10.146, ""FemOn"": 0.0}",flint,110.78628493249417,False,True,20
N-LAF34,2852200365620,0.002738294555573564,SIO2=7.30; B2O3=54.72; ZNO=2.68; GEO2=0.76; ZRO2=7.26; TIO2=0.58; RO=3.90,"{""SIO2"": 4.526, ""AL2O3"": 0.0, ""B2O3"": 6.158, ""CAO"": 0.708, ""K2O"": 0.131, ""NA2O"": 0.167, ""PBO"": 0.0, ""Li2O"": 0.228, ""MgO"": 0.662, ""SRO"": 0.586, ""BAO"": 0.743, ""ZNO"": 2.72, ""P2O5"": 0.0, ""GEO2"": 2.529, ""ZRO2"": 2.575, ""TIO2"": 1.192, ""TEO2"": 0.0, ""RO"": 2.815, ""FemOn"": 0.0}",lanthanum,78.58058967925608,False,True,20
N-SF14,2754500361622,0.14648985921150173,SIO2=45.39; AL2O3=0.92; CAO=2.84; K2O=5.33; NA2O=13.73; BAO=2.30; TIO2=25.25; RO=5.13,"{""SIO2"": 2.605, ""AL2O3"": 1.296, ""B2O3"": 0.0, ""CAO"": 2.125, ""K2O"": 1.446, ""NA2O"": 2.762, ""PBO"": 0.0, ""Li2O"": 0.0, ""MgO"": 0.0, ""SRO"": 0.0, ""BAO"": 0.491, ""ZNO"": 0.0, ""P2O5"": 0.0, ""GEO2"": 0.0, ""ZRO2"": 0.0, ""TIO2"": 2.683, ""TEO2"": 0.0, ""RO"": 2.615, ""FemOn"": 0.0}",heavy flint,100.8789010643959,True,True,2
P-LAF37,3693100439310,0.3239294228996085,SIO2=21.01; B2O3=22.35; Li2O=11.83; ZNO=22.10; ZRO2=2.30; RO=22.10,"{""SIO2"": 0.0, ""AL2O3"": 0.0, ""B2O3"": 0.0, ""CAO"": 0.0, ""K2O"": 0.0, ""NA2O"": 0.0, ""PBO"": 0.0, ""Li2O"": 0.0, ""MgO"": 0.0, ""SRO"": 0.0, ""BAO"": 0.0, ""ZNO"": 0.0, ""P2O5"": 0.0, ""GEO2"": 0.0, ""ZRO2"": 0.0, ""TIO2"": 0.0, ""TEO2"": 0.0, ""RO"": 0.0, ""FemOn"": 0.0}",uncertain,101.68181347846985,True,True,1
SF4,2619800198756,0.0016498914763219041,SIO2=48.03; B2O3=0.79; K2O=2.24; NA2O=3.33; PBO=26.45; Li2O=3.67; BAO=2.99; P2O5=3.26; ZRO2=0.51; TIO2=0.63; RO=29.44,"{""SIO2"": 24.739, ""AL2O3"": 0.0, ""B2O3"": 1.622, ""CAO"": 0.0, ""K2O"": 0.636, ""NA2O"": 2.96, ""PBO"": 13.888, ""Li2O"": 5.668, ""MgO"": 0.0, ""SRO"": 0.0, ""BAO"": 6.149, ""ZNO"": 0.0, ""P2O5"": 6.704, ""GEO2"": 0.0, ""ZRO2"": 0.947, ""TIO2"": 0.887, ""TEO2"": 0.0, ""RO"": 7.996, ""FemOn"": 0.0}",flint,121.347974935174,False,True,20
N-SF4,2754500361622,0.14977242324870213,SIO2=48.19; AL2O3=0.61; B2O3=2.15; CAO=3.49; K2O=4.35; NA2O=10.12; Li2O=2.00; BAO=2.12; ZNO=0.74; ZRO2=1.94; TIO2=17.21; RO=7.00,"{""SIO2"": 5.176, ""AL2O3"": 1.058, ""B2O3"": 3.721, ""CAO"": 1.883, ""K2O"": 1.984, ""NA2O"": 6.552, ""PBO"": 0.0, ""Li2O"": 3.468, ""MgO"": 0.643, ""SRO"": 0.5, ""BAO"": 0.467, ""ZNO"": 1.273, ""P2O5"": 0.0, ""GEO2"": 0.0, ""ZRO2"": 3.364, ""TIO2"": 14.056, ""TEO2"": 0.0, ""RO"": 3.729, ""FemOn"": 0.0}",heavy flint,100.56432418028513,True,True,3
N-LAK33B,2852200365623,0.17455101369077805,SIO2=5.44; AL2O3=3.25; B2O3=54.90; CAO=2.91; MgO=2.03; BAO=1.07; ZNO=10.73; ZRO2=3.38; RO=16.74,"{""SIO2"": 7.691, ""AL2O3"": 4.594, ""B2O3"": 0.193, ""CAO"": 4.12, ""K2O"": 0.0, ""NA2O"": 0.0, ""PBO"": 0.0, ""Li2O"": 0.0, ""MgO"": 2.866, ""SRO"": 0.0, ""BAO"": 1.507, ""ZNO"": 9.501, ""P2O5"": 0.0, ""GEO2"": 0.368, ""ZRO2"": 2.277, ""TIO2"": 0.0, ""TEO2"": 0.0, ""RO"": 1.007, ""FemOn"": 0.0}",uncertain,100.69877046346664,True,True,2
N-LAF7,2415700192302,0.11597339404249088,SIO2=52.96; B2O3=5.38; CAO=3.34; K2O=1.99; NA2O=7.55; Li2O=3.13; BAO=2.44; ZNO=4.60; ZRO2=7.60; RO=10.38,"{""SIO2"": 0.0, ""AL2O3"": 0.0, ""B2O3"": 0.0, ""CAO"": 0.0, ""K2O"": 0.0, ""NA2O"": 0.0, ""PBO"": 0.0, ""Li2O"": 0.0, ""MgO"": 0.0, ""SRO"": 0.0, ""BAO"": 0.0, ""ZNO"": 0.0, ""P2O5"": 0.0, ""GEO2"": 0.0, ""ZRO2"": 0.0, ""TIO2"": 0.0, ""TEO2"": 0.0, ""RO"": 0.0, ""FemOn"": 0.0}",uncertain,99.60069923102856,True,True,1
N-LAK28,2083700177228,0.15259291826863106,AL2O3=6.50; B2O3=55.03; ZNO=17.45; ZRO2=4.99; RO=17.45,"{""SIO2"": 0.0, ""AL2O3"": 0.0, ""B2O3"": 0.0, ""CAO"": 0.0, ""K2O"": 0.0, ""NA2O"": 0.0, ""PBO"": 0.0, ""Li2O"": 0.0, ""MgO"": 0.0, ""SRO"": 0.0, ""BAO"": 0.0, ""ZNO"": 0.0, ""P2O5"": 0.0, ""GEO2"": 0.0, ""ZRO2"": 0.0, ""TIO2"": 0.0, ""TEO2"": 0.0, ""RO"": 0.0, ""FemOn"": 0.0}",uncertain,101.41963481903076,True,True,1
N-LAF2,2398000191633,0.004688794434471364,SIO2=18.63; B2O3=36.77; Li2O=0.83; BAO=10.32; ZNO=7.52; P2O5=1.50; GEO2=0.76; ZRO2=4.29; TIO2=1.09; RO=18.83,"{""SIO2"": 21.118, ""AL2O3"": 1.292, ""B2O3"": 26.823, ""CAO"": 0.755, ""K2O"": 0.394, ""NA2O"": 0.185, ""PBO"": 0.53, ""Li2O"": 1.32, ""MgO"": 0.846, ""SRO"": 0.584, ""BAO"": 13.777, ""ZNO"": 6.703, ""P2O5"": 6.708, ""GEO2"": 2.529, ""ZRO2"": 2.492, ""TIO2"": 2.088, ""TEO2"": 0.0, ""RO"": 14.747, ""FemOn"": 0.0}",uncertain,102.04132996676489,False,True,20
SF3,2619800198754,1.4352289634477015e-07,SIO2=45.50; B2O3=3.99; K2O=2.27; NA2O=3.43; PBO=24.30; Li2O=3.86; BAO=2.99; P2O5=3.26; TIO2=0.54; RO=27.30,"{""SIO2"": 25.959, ""AL2O3"": 0.0, ""B2O3"": 14.216, ""CAO"": 0.0, ""K2O"": 0.871, ""NA2O"": 2.995, ""PBO"": 14.586, ""Li2O"": 5.601, ""MgO"": 0.0, ""SRO"": 0.0, ""BAO"": 6.149, ""ZNO"": 0.0, ""P2O5"": 6.704, ""GEO2"": 0.0, ""ZRO2"": 0.947, ""TIO2"": 0.853, ""TEO2"": 0.0, ""RO"": 9.865, ""FemOn"": 0.0}",flint,117.91093308925629,False,True,20
N-LAK34,2980700400279,0.231976384121834,SIO2=5.44; AL2O3=3.25; B2O3=54.90; CAO=2.91; MgO=2.03; BAO=1.07; ZNO=10.73; ZRO2=3.38; RO=16.74,"{""SIO2"": 7.691, ""AL2O3"": 4.594, ""B2O3"": 0.193, ""CAO"": 4.12, ""K2O"": 0.0, ""NA2O"": 0.0, ""PBO"": 0.0, ""Li2O"": 0.0, ""MgO"": 2.866, ""SRO"": 0.0, ""BAO"": 1.507, ""ZNO"": 9.501, ""P2O5"": 0.0, ""GEO2"": 0.368, ""ZRO2"": 2.277, ""TIO2"": 0.0, ""TEO2"": 0.0, ""RO"": 1.007, ""FemOn"": 0.0}",uncertain,100.69877046346664,True,True,2
N-SF10,2754500361623,0.06932097460197806,SIO2=48.87; AL2O3=2.07; B2O3=2.22; CAO=2.27; K2O=4.23; NA2O=11.11; Li2O=2.00; BAO=1.72; ZNO=0.74; ZRO2=2.55; TIO2=16.56; RO=5.38,"{""SIO2"": 5.123, ""AL2O3"": 2.199, ""B2O3"": 3.661, ""CAO"": 2.221, ""K2O"": 1.998, ""NA2O"": 7.132, ""PBO"": 0.0, ""Li2O"": 3.468, ""MgO"": 0.643, ""SRO"": 0.5, ""BAO"": 0.249, ""ZNO"": 1.273, ""P2O5"": 0.0, ""GEO2"": 0.0, ""ZRO2"": 2.982, ""TIO2"": 13.674, ""TEO2"": 0.0, ""RO"": 4.678, ""FemOn"": 0.0}",heavy flint,100.37772776683173,True,True,3
SF10,2619800198751,0.26710530586874615,SIO2=32.63; B2O3=1.96; K2O=3.37; NA2O=5.64; PBO=15.01; Li2O=6.38; BAO=7.01; P2O5=7.98; TIO2=2.88; RO=22.01,"{""SIO2"": 30.702, ""AL2O3"": 0.447, ""B2O3"": 2.254, ""CAO"": 0.0, ""K2O"": 3.85, ""NA2O"": 3.767, ""PBO"": 15.57, ""Li2O"": 6.786, ""MgO"": 0.0, ""SRO"": 0.0, ""BAO"": 8.028, ""ZNO"": 0.0, ""P2O5"": 9.084, ""GEO2"": 0.0, ""ZRO2"": 0.88, ""TIO2"": 6.07, ""TEO2"": 0.0, ""RO"": 9.247, ""FemOn"": 0.0}",flint,105.32761254906654,False,True,20
P-SF69,2754500361618,0.25114399548174754,SIO2=45.08; B2O3=1.17; K2O=1.59; NA2O=20.27; PBO=0.86; Li2O=1.42; TIO2=26.82; RO=1.68,"{""SIO2"": 14.87, ""AL2O3"": 0.917, ""B2O3"": 2.349, ""CAO"": 0.667, ""K2O"": 3.175, ""NA2O"": 8.572, ""PBO"": 1.724, ""Li2O"": 2.85, ""MgO"": 0.0, ""SRO"": 0.0, ""BAO"": 0.975, ""ZNO"": 0.0, ""P2O5"": 0.0, ""GEO2"": 0.0, ""ZRO2"": 0.0, ""TIO2"": 6.04, ""TEO2"": 0.0, ""RO"": 1.944, ""FemOn"": 0.0}",heavy flint,100.17503038048744,True,True,4
N-KZFS8,3204600406676,0.06499500258500063,SIO2=44.97; AL2O3=2.03; B2O3=2.98; K2O=1.01; NA2O=5.01; Li2O=16.47; MgO=1.07; SRO=4.00; ZNO=9.02; ZRO2=0.98; RO=14.08,"{""SIO2"": 0.0, ""AL2O3"": 0.0, ""B2O3"": 0.0, ""CAO"": 0.0, ""K2O"": 0.0, ""NA2O"": 0.0, ""PBO"": 0.0, ""Li2O"": 0.0, ""MgO"": 0.0, ""SRO"": 0.0, ""BAO"": 0.0, ""ZNO"": 0.0, ""P2O5"": 0.0, ""GEO2"": 0.0, ""ZRO2"": 0.0, ""TIO2"": 0.0, ""TEO2"": 0.0, ""RO"": 0.0, ""FemOn"": 0.0}",uncertain,101.61430889368057,True,True,1
N-LAK10,2359400190128,0.13267783145256234,SIO2=10.88; B2O3=54.76; CAO=5.83; MgO=4.05; BAO=2.13; ZNO=4.01; GEO2=0.52; ZRO2=1.77; RO=16.03,"{""SIO2"": 0.0, ""AL2O3"": 0.0, ""B2O3"": 0.0, ""CAO"": 0.0, ""K2O"": 0.0, ""NA2O"": 0.0, ""PBO"": 0.0, ""Li2O"": 0.0, ""MgO"": 0.0, ""SRO"": 0.0, ""BAO"": 0.0, ""ZNO"": 0.0, ""P2O5"": 0.0, ""GEO2"": 0.0, ""ZRO2"": 0.0, ""TIO2"": 0.0, ""TEO2"": 0.0, ""RO"": 0.0, ""FemOn"": 0.0}",uncertain,99.97790610790253,True,True,1
N-SF1,618100136860,0.0959451311254341,SIO2=48.04; AL2O3=1.55; B2O3=1.66; CAO=1.70; K2O=3.17; NA2O=15.19; Li2O=1.50; BAO=1.29; ZNO=0.55; ZRO2=1.91; TIO2=19.18; RO=4.04,"{""SIO2"": 4.502, ""AL2O3"": 2.073, ""B2O3"": 3.189, ""CAO"": 2.138, ""K2O"": 2.67, ""NA2O"": 10.025, ""PBO"": 0.0, ""Li2O"": 3.003, ""MgO"": 0.557, ""SRO"": 0.433, ""BAO"": 0.884, ""ZNO"": 1.103, ""P2O5"": 0.0, ""GEO2"": 0.0, ""ZRO2"": 2.747, ""TIO2"": 12.33, ""TEO2"": 0.0, ""RO"": 4.673, ""FemOn"": 0.0}",heavy flint,100.2832967787981,True,True,4
SF1,2853300365710,0.001971522769947814,SIO2=41.10; B2O3=9.99; K2O=1.92; NA2O=2.71; PBO=24.60; Li2O=2.90; BAO=2.10; P2O5=6.37; RO=26.71,"{""SIO2"": 27.937, ""AL2O3"": 1.028, ""B2O3"": 23.307, ""CAO"": 0.0, ""K2O"": 1.367, ""NA2O"": 2.627, ""PBO"": 15.248, ""Li2O"": 4.721, ""MgO"": 0.0, ""SRO"": 0.0, ""BAO"": 4.776, ""ZNO"": 0.028, ""P2O5"": 14.908, ""GEO2"": 0.0, ""ZRO2"": 0.88, ""TIO2"": 0.722, ""TEO2"": 0.0, ""RO"": 14.181, ""FemOn"": 0.0}",flint,119.46472556591033,False,True,20
N-LAK8,2359400190121,0.10356737330429112,SIO2=10.88; B2O3=54.76; CAO=5.83; MgO=4.05; BAO=2.13; ZNO=4.01; GEO2=0.52; ZRO2=1.77; RO=16.03,"{""SIO2"": 0.0, ""AL2O3"": 0.0, ""B2O3"": 0.0, ""CAO"": 0.0, ""K2O"": 0.0, ""NA2O"": 0.0, ""PBO"": 0.0, ""Li2O"": 0.0, ""MgO"": 0.0, ""SRO"": 0.0, ""BAO"": 0.0, ""ZNO"": 0.0, ""P2O5"": 0.0, ""GEO2"": 0.0, ""ZRO2"": 0.0, ""TIO2"": 0.0, ""TEO2"": 0.0, ""RO"": 0.0, ""FemOn"": 0.0}",uncertain,99.97790610790253,True,True,1
N-BASF64,4441400607856,0.15853590713801616,SIO2=51.10; B2O3=12.94; CAO=2.54; K2O=0.88; NA2O=12.84; ZNO=2.52; ZRO2=11.31; RO=5.06,"{""SIO2"": 0.295, ""AL2O3"": 0.0, ""B2O3"": 0.319, ""CAO"": 1.486, ""K2O"": 1.251, ""NA2O"": 2.953, ""PBO"": 0.0, ""Li2O"": 0.0, ""MgO"": 0.0, ""SRO"": 0.0, ""BAO"": 0.0, ""ZNO"": 0.773, ""P2O5"": 0.0, ""GEO2"": 0.0, ""ZRO2"": 1.218, ""TIO2"": 0.0, ""TEO2"": 0.0, ""RO"": 0.713, ""FemOn"": 0.0}",lanthanum,99.20364940166473,True,True,2
N-SF15,2754500361624,0.14740927485127275,SIO2=53.04; AL2O3=1.24; K2O=6.03; NA2O=12.49; BAO=0.68; TIO2=24.59; RO=1.08,"{""SIO2"": 7.447, ""AL2O3"": 1.925, ""B2O3"": 0.096, ""CAO"": 0.596, ""K2O"": 8.197, ""NA2O"": 7.005, ""PBO"": 0.0, ""Li2O"": 0.0, ""MgO"": 0.0, ""SRO"": 0.0, ""BAO"": 0.949, ""ZNO"": 0.0, ""P2O5"": 0.0, ""GEO2"": 0.0, ""ZRO2"": 0.81, ""TIO2"": 3.462, ""TEO2"": 0.0, ""RO"": 1.536, ""FemOn"": 0.0}",heavy flint,99.9660285115242,True,True,5
N-LAK14,2359400190121,0.1762799126396305,SIO2=10.88; B2O3=54.76; CAO=5.83; MgO=4.05; BAO=2.13; ZNO=4.01; GEO2=0.52; ZRO2=1.77; RO=16.03,"{""SIO2"": 0.0, ""AL2O3"": 0.0, ""B2O3"": 0.0, ""CAO"": 0.0, ""K2O"": 0.0, ""NA2O"": 0.0, ""PBO"": 0.0, ""Li2O"": 0.0, ""MgO"": 0.0, ""SRO"": 0.0, ""BAO"": 0.0, ""ZNO"": 0.0, ""P2O5"": 0.0, ""GEO2"": 0.0, ""ZRO2"": 0.0, ""TIO2"": 0.0, ""TEO2"": 0.0, ""RO"": 0.0, ""FemOn"": 0.0}",uncertain,99.97790610790253,True,True,1
P-LAK35,3731000442532,0.0331699841279322,SIO2=18.88; AL2O3=0.51; B2O3=34.20; CAO=4.84; Li2O=12.45; SRO=3.23; BAO=3.69; ZNO=10.59; ZRO2=1.67; RO=22.34,"{""SIO2"": 3.809, ""AL2O3"": 0.511, ""B2O3"": 1.602, ""CAO"": 1.98, ""K2O"": 0.0, ""NA2O"": 0.0, ""PBO"": 0.0, ""Li2O"": 1.736, ""MgO"": 0.0, ""SRO"": 3.648, ""BAO"": 3.905, ""ZNO"": 3.558, ""P2O5"": 0.0, ""GEO2"": 0.0, ""ZRO2"": 0.522, ""TIO2"": 0.0, ""TEO2"": 0.0, ""RO"": 6.401, ""FemOn"": 0.0}",uncertain,112.40729401707648,False,True,20
N-LAK9,2359400190121,0.18927320906996975,SIO2=36.88; AL2O3=1.04; B2O3=25.78; CAO=3.39; MgO=1.07; BAO=22.24; ZNO=1.87; ZRO2=3.31; TIO2=1.15; RO=28.70,"{""SIO2"": 15.714, ""AL2O3"": 1.62, ""B2O3"": 14.714, ""CAO"": 5.116, ""K2O"": 0.0, ""NA2O"": 0.066, ""PBO"": 0.0, ""Li2O"": 0.0, ""MgO"": 2.755, ""SRO"": 0.567, ""BAO"": 10.531, ""ZNO"": 2.374, ""P2O5"": 0.0, ""GEO2"": 0.0, ""ZRO2"": 3.307, ""TIO2"": 1.414, ""TEO2"": 0.0, ""RO"": 5.191, ""FemOn"": 0.0}",uncertain,125.56944463960826,False,True,20
LAK9G15,2359400190123,0.14304508942403313,SIO2=31.04; AL2O3=1.03; B2O3=28.57; CAO=5.79; MgO=2.03; BAO=19.75; ZNO=3.16; ZRO2=4.03; TIO2=1.21; RO=30.98,"{""SIO2"": 15.338, ""AL2O3"": 1.393, ""B2O3"": 14.848, ""CAO"": 6.458, ""K2O"": 0.0, ""NA2O"": 0.0, ""PBO"": 0.0, ""Li2O"": 0.0, ""MgO"": 3.259, ""SRO"": 0.787, ""BAO"": 13.151, ""ZNO"": 3.548, ""P2O5"": 0.0, ""GEO2"": 0.0, ""ZRO2"": 3.972, ""TIO2"": 1.394, ""TEO2"": 0.0, ""RO"": 5.213, ""FemOn"": 0.0}",uncertain,127.85287218764424,False,True,20
N-SF8,618100136860,0.16898108706535897,SIO2=53.04; AL2O3=1.24; K2O=6.03; NA2O=12.49; BAO=0.68; TIO2=24.59; RO=1.08,"{""SIO2"": 7.447, ""AL2O3"": 1.925, ""B2O3"": 0.096, ""CAO"": 0.596, ""K2O"": 8.197, ""NA2O"": 7.005, ""PBO"": 0.0, ""Li2O"": 0.0, ""MgO"": 0.0, ""SRO"": 0.0, ""BAO"": 0.949, ""ZNO"": 0.0, ""P2O5"": 0.0, ""GEO2"": 0.0, ""ZRO2"": 0.81, ""TIO2"": 3.462, ""TEO2"": 0.0, ""RO"": 1.536, ""FemOn"": 0.0}",heavy flint,99.9660285115242,True,True,5
N-LAK12,1468700150794,0.09768197340480765,B2O3=66.62; BAO=16.13; RO=16.13,"{""SIO2"": 0.0, ""AL2O3"": 0.0, ""B2O3"": 0.0, ""CAO"": 0.0, ""K2O"": 0.0, ""NA2O"": 0.0, ""PBO"": 0.0, ""Li2O"": 0.0, ""MgO"": 0.0, ""SRO"": 0.0, ""BAO"": 0.0, ""ZNO"": 0.0, ""P2O5"": 0.0, ""GEO2"": 0.0, ""ZRO2"": 0.0, ""TIO2"": 0.0, ""TEO2"": 0.0, ""RO"": 0.0, ""FemOn"": 0.0}",uncertain,98.88933563232422,True,True,1
N-SF5,4349500531227,0.19639926808387723,SIO2=55.41; AL2O3=1.09; K2O=5.96; NA2O=11.70; TIO2=23.95; RO=0.53,"{""SIO2"": 6.036, ""AL2O3"": 2.189, ""B2O3"": 0.107, ""CAO"": 0.332, ""K2O"": 9.463, ""NA2O"": 7.822, ""PBO"": 0.0, ""Li2O"": 0.0, ""MgO"": 0.0, ""SRO"": 0.0, ""BAO"": 0.728, ""ZNO"": 0.0, ""P2O5"": 0.0, ""GEO2"": 0.0, ""ZRO2"": 0.906, ""TIO2"": 3.642, ""TEO2"": 0.0, ""RO"": 1.06, ""FemOn"": 0.0}",heavy flint,99.67555187642574,True,True,4
SF5,458300172222,0.2551178308845056,NA2O=28.94; GEO2=71.06,"{""SIO2"": 0.0, ""AL2O3"": 0.0, ""B2O3"": 0.0, ""CAO"": 0.0, ""K2O"": 0.0, ""NA2O"": 0.0, ""PBO"": 0.0, ""Li2O"": 0.0, ""MgO"": 0.0, ""SRO"": 0.0, ""BAO"": 0.0, ""ZNO"": 0.0, ""P2O5"": 0.0, ""GEO2"": 0.0, ""ZRO2"": 0.0, ""TIO2"": 0.0, ""TEO2"": 0.0, ""RO"": 0.0, ""FemOn"": 0.0}",lanthanum,99.99999809265137,True,True,1
N-BAF10,1747700368325,0.07105667687343026,SIO2=32.51; AL2O3=0.73; B2O3=23.52; CAO=3.31; MgO=0.55; BAO=21.89; ZNO=3.39; P2O5=2.00; GEO2=0.78; ZRO2=3.09; TIO2=2.79; RO=29.43,"{""SIO2"": 16.356, ""AL2O3"": 1.381, ""B2O3"": 17.43, ""CAO"": 3.832, ""K2O"": 0.032, ""NA2O"": 0.094, ""PBO"": 0.66, ""Li2O"": 0.081, ""MgO"": 1.529, ""SRO"": 0.076, ""BAO"": 11.905, ""ZNO"": 3.096, ""P2O5"": 8.944, ""GEO2"": 3.015, ""ZRO2"": 3.709, ""TIO2"": 1.864, ""TEO2"": 0.0, ""RO"": 10.739, ""FemOn"": 0.0}",uncertain,124.33111480847,False,True,20
N-BASF2,4349400531177,0.06727417873044389,SIO2=33.85; AL2O3=1.67; B2O3=8.49; CAO=1.95; K2O=2.03; NA2O=7.97; BAO=5.00; ZNO=1.02; P2O5=21.67; ZRO2=7.37; RO=7.97,"{""SIO2"": 29.318, ""AL2O3"": 2.887, ""B2O3"": 7.365, ""CAO"": 2.219, ""K2O"": 2.177, ""NA2O"": 7.008, ""PBO"": 0.0, ""Li2O"": 0.0, ""MgO"": 0.0, ""SRO"": 0.0, ""BAO"": 8.66, ""ZNO"": 1.773, ""P2O5"": 37.528, ""GEO2"": 0.0, ""ZRO2"": 6.478, ""TIO2"": 0.0, ""TEO2"": 0.0, ""RO"": 6.086, ""FemOn"": 0.0}",lanthanum,98.99104189872743,True,True,3
N-SSK5,1747700368322,0.04721741760567748,SIO2=39.02; AL2O3=1.07; B2O3=20.93; CAO=3.42; BAO=24.13; ZNO=3.34; ZRO2=3.34; TIO2=2.17; RO=31.50,"{""SIO2"": 10.901, ""AL2O3"": 1.346, ""B2O3"": 11.94, ""CAO"": 3.793, ""K2O"": 0.032, ""NA2O"": 0.094, ""PBO"": 0.66, ""Li2O"": 0.081, ""MgO"": 1.019, ""SRO"": 0.076, ""BAO"": 7.552, ""ZNO"": 3.154, ""P2O5"": 0.0, ""GEO2"": 0.0, ""ZRO2"": 4.104, ""TIO2"": 1.607, ""TEO2"": 0.0, ""RO"": 5.487, ""FemOn"": 0.0}",uncertain,129.56234527342022,False,True,20
