glass_name,rank,sciglass_id,distance_euclidean_z,distance_cosine,distance_mahalanobis,glass_family,oxide_SIO2,oxide_AL2O3,oxide_B2O3,oxide_CAO,oxide_K2O,oxide_NA2O,oxide_PBO,oxide_Li2O,oxide_MgO,oxide_SRO,oxide_BAO,oxide_ZNO,oxide_P2O5,oxide_GEO2,oxide_ZRO2,oxide_TIO2,oxide_TEO2,oxide_RO,oxide_FemOn,sg_ND300,sg_NUD300,sg_DENSITY,sg_TG,oxide_sum_pct,oxide_sum_ok,has_negative,physically_plausible
P-SF68,19,3555300427503,0.37679433559832043,0.0005526989979071084,0.40830557576335846,uncertain,9.520182609558104,4.760091304779053,42.8408203125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0510001182556152,19.100000381469727,6.440000057220459,416.0,57.12109422683716,False,False,False
P-SF68,20,4475300610435,0.3961614782106735,0.008639649094210222,0.9782662513039901,flint,31.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,1.975000023841858,19.700000762939453,6.285999774932861,465.0,131.0,False,False,False
N-LASF55,1,3920300463300,0.22789130554449633,0.006167988316289286,0.27849554450733893,heavy flint,15.781943321228027,0.0,20.932159423828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.180333137512207,0.0,0.0,7.2434306144714355,21.203222274780277,0.0,5.180333137512207,0.0,1.96399998664856,30.82999992370605,5.03000020980835,702.0,75.52142190933228,False,False,False
N-LASF55,2,3697500439954,0.22789130554449633,0.006167988316289286,0.27849554450733893,heavy flint,15.781577110290527,0.0,20.932092666625977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.180517673492432,0.0,0.0,7.240723609924316,21.202119827270508,0.0,5.180517673492432,0.0,1.96399998664856,30.82999992370605,5.03000020980835,702.0,75.51754856109619,False,False,False
N-LASF55,3,4238500484158,0.23386028501402661,0.006279012530761019,0.34189708314206535,heavy flint,15.967717170715332,0.0,24.988130569458008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.675265312194824,18.05665397644043,0.0,0.0,0.0,1.950999975204468,32.189998626708984,5.039999961853027,705.0,66.6877670288086,False,False,False
N-LASF55,4,3697500439945,0.23622744117834887,0.006566344136855307,0.2934379632103677,heavy flint,15.670000076293944,0.0,20.780000686645508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.440000057220459,5.139999866485596,0.0,0.0,7.190000057220459,21.049999237060547,0.0,6.579999923706055,0.0,1.9600000381469729,30.8700008392334,5.03000020980835,700.0,77.84999990463257,False,False,False
N-LASF55,5,3920300463291,0.23622744117834887,0.006566344136855307,0.2934379632103677,heavy flint,15.668684005737305,0.0,20.781938552856445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4352993965148926,5.143156051635742,0.0,0.0,7.191448211669922,21.05105781555176,0.0,6.578455448150635,0.0,1.9600000381469729,30.8700008392334,5.03000020980835,700.0,77.8500394821167,False,False,False
N-LASF55,6,3697500439959,0.2442467073000489,0.005750721354708999,0.25716393624457135,heavy flint,15.550000190734863,0.0,19.850000381469727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.619999885559082,0.0,0.0,7.139999866485596,25.34000015258789,0.0,3.619999885559082,0.0,1.9809999465942385,29.290000915527344,5.010000228881836,707.0,75.12000036239624,False,False,False
N-LASF55,7,3920300463309,0.2442467073000489,0.005750721354708999,0.25716393624457135,heavy flint,15.547806739807127,0.0,19.850160598754883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6199095249176025,0.0,0.0,7.1359686851501465,25.339365005493164,0.0,3.6199095249176025,0.0,1.9809999465942385,29.290000915527344,5.010000228881836,707.0,75.11312007904053,False,False,False
N-LASF55,8,3697500439946,0.24526014682116004,0.006923130312509018,0.2918612379479051,heavy flint,15.78157901763916,0.0,21.65216636657715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.180518627166748,0.0,0.0,7.240724563598633,21.202123641967773,0.0,5.180518627166748,0.0,1.9609999656677248,30.799999237060547,5.010000228881836,697.0,76.23763084411621,False,False,False
N-LASF55,9,3920300463292,0.24526014682116004,0.006923130312509018,0.2918612379479051,heavy flint,15.781943321228027,0.0,21.65499687194824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.180333137512207,0.0,0.0,7.2434306144714355,21.203222274780277,0.0,5.180333137512207,0.0,1.9609999656677248,30.799999237060547,5.010000228881836,697.0,76.24425935745239,False,False,False
N-LASF55,10,3697500439957,0.2465207095441695,0.00721831740292922,0.2804331454469575,heavy flint,15.65999984741211,0.0,20.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.139999866485596,0.0,0.0,7.190000057220459,22.540000915527344,0.0,5.139999866485596,0.0,1.968000054359436,30.280000686645508,5.019999980926514,699.0,76.4200005531311,False,False,False
N-LASF55,11,3920300463303,0.2465207095441695,0.00721831740292922,0.2804331454469575,heavy flint,15.664000511169434,0.0,20.745834350585938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.141618728637695,0.0,0.0,7.189298152923584,22.53942108154297,0.0,5.141618728637695,0.0,1.968000054359436,30.280000686645508,5.019999980926514,699.0,76.42179155349731,False,False,False
N-LASF55,12,3920300463285,0.2482037251455379,0.005674686587117561,0.30711624025321416,heavy flint,15.331724166870115,0.0,20.33501625061035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.793285369873047,5.032551288604736,0.0,0.0,7.0367937088012695,20.55446052551269,0.0,10.825836181640623,0.0,1.9490000009536743,30.959999084472656,4.96999979019165,694.0,84.90966749191284,False,False,False
N-LASF55,13,3697500439939,0.2482037251455379,0.005674686587117561,0.30711624025321416,heavy flint,15.321532249450684,0.0,20.332033157348636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.790579319000244,5.030503273010254,0.0,0.0,7.030703544616699,20.592060089111328,0.0,10.821083068847656,0.0,1.9490000009536743,30.959999084472656,4.96999979019165,694.0,84.9184947013855,False,False,False
