glass_name,property_mode,rank,sciglass_id,distance,primary_plausible,in_mode_a_top20,in_stable_set
N-SF6,B,17,4271600497364,0.06734969708760621,False,False,False
N-SF6,B,18,3546500425740,0.07253013618520758,False,False,False
N-SF6,B,19,3546500425744,0.07366212583646763,False,False,False
N-SF6,B,20,849000066690,0.07591696858377744,False,False,False
N-SF6HT,B,1,3548300426188,0.014740970147822658,True,False,False
N-SF6HT,B,2,3546600425749,0.018663094665010253,False,False,False
N-SF6HT,B,3,3548700426256,0.02580119217243231,False,False,False
N-SF6HT,B,4,3548700426248,0.03316136219370222,True,False,False
N-SF6HT,B,5,2890700367586,0.033857556933578156,False,False,False
N-SF6HT,B,6,3546600425747,0.033857556933578156,False,False,False
N-SF6HT,B,7,3546600425757,0.0417905606875145,False,False,False
N-SF6HT,B,8,3548700426254,0.042427548113328606,True,False,False
N-SF6HT,B,9,995500087340,0.050066154804971695,False,False,False
N-SF6HT,B,10,3546500425737,0.05507950558044992,False,False,False
N-SF6HT,B,11,3548300426186,0.057375370201127845,True,False,False
N-SF6HT,B,12,2890700367587,0.0597190778358657,False,False,False
N-SF6HT,B,13,3546600425748,0.0597190778358657,False,False,False
N-SF6HT,B,14,3546600425751,0.06063664493060449,False,False,False
N-SF6HT,B,15,3546500425739,0.06191803548250531,False,False,False
N-SF6HT,B,16,3784300447203,0.06313088109874883,False,False,False
N-SF6HT,B,17,4271600497364,0.06734969708760621,False,False,False
N-SF6HT,B,18,3546500425740,0.07253013618520758,False,False,False
N-SF6HT,B,19,3546500425744,0.07366212583646763,False,False,False
N-SF6HT,B,20,849000066690,0.07591696858377744,False,False,False
N-SF6HTultra,B,1,3548300426188,0.014740970147822658,True,False,False
N-SF6HTultra,B,2,3546600425749,0.018663094665010253,False,False,False
N-SF6HTultra,B,3,3548700426256,0.02580119217243231,False,False,False
N-SF6HTultra,B,4,3548700426248,0.03316136219370222,True,False,False
N-SF6HTultra,B,5,2890700367586,0.033857556933578156,False,False,False
N-SF6HTultra,B,6,3546600425747,0.033857556933578156,False,False,False
N-SF6HTultra,B,7,3546600425757,0.0417905606875145,False,False,False
N-SF6HTultra,B,8,3548700426254,0.042427548113328606,True,False,False
N-SF6HTultra,B,9,995500087340,0.050066154804971695,False,False,False
N-SF6HTultra,B,10,3546500425737,0.05507950558044992,False,False,False
