composition,oxide_SIO2,oxide_AL2O3,oxide_B2O3,oxide_CAO,oxide_K2O,oxide_NA2O,oxide_PBO,oxide_Li2O,oxide_MgO,oxide_SRO,oxide_BAO,oxide_ZNO,oxide_P2O5,oxide_GEO2,oxide_ZRO2,oxide_TIO2,oxide_TEO2,oxide_Bi2O3,oxide_WO3,oxide_RO,oxide_FemOn,oxide_R2O3,oxide_R2O5,oxide_RO2,ND300_pred,NUD300_pred,DENSITY_pred,TG_pred,PbO,glass_family,pareto_rank,distance_to_training,feasible,anomaly_oxide
BAO=24.72; GEO2=1.53; R2O3=23.66; R2O5=35.83; SIO2=8.40; ZRO2=4.37,8.395110240238719,0.013282418357667166,0.07503453056245445,0.188613867215077,0.18757265014634802,0.007687308590978485,0.0,0.009033706125550203,0.0035378245731301373,0.36869072658920315,24.717508497644406,0.011290310773605233,0.013736468797858541,1.5313425743708986,4.367289890399665,0.08945517193764346,5.112130950754011e-05,0.0019540523832387744,0.28799899389924966,0.07677962509312888,0.07024286098789674,23.660572440626705,35.83433327575931,0.08888144361776455,2.0027689933776855,29.336265563964844,2.3328956218568813,606.1317138671875,0.0,uncertain,14,2.698977686511342,True,False
BAO=16.23; R2O3=49.28; R2O5=28.25; SIO2=5.54,5.542279493142975,0.2927302746656873,0.06053268422237542,0.004998155648684008,0.0007793878351037283,0.000621242287764792,0.0,0.0017221886230782632,0.0002305114621361782,0.11127432307704684,16.234944524869057,0.01643603341850646,0.007572594177757121,0.0006704423161872852,0.0017604927455726165,0.10846239600190175,0.001369827789176829,0.001381306973718268,0.004945305767506525,0.00609783674877179,0.00040202193603439395,49.27860176844296,28.247114592723037,0.07507259512496622,1.9777896404266357,36.7385368347168,4.053378172573428,559.9981689453125,0.0,uncertain,15,1.5335959421328054,True,False
R2O3=76.82; RO2=9.38; SIO2=12.89,12.890548492551652,0.018929832180814742,0.3944567736783291,0.028762615247008662,0.02567819205515693,0.01649061534162591,0.0,0.017022507709888286,0.014375657913928166,0.010747123182120812,0.23527292574551964,0.026234156988714116,0.011192663940258966,0.06012682340220814,0.004037840903870608,0.012413502546988706,1.321875250604997e-05,1.2870966123247396e-06,0.02019476186121516,0.0015649708098192912,0.0004645797608455247,76.81929473981356,0.0170646114302342,9.375112107087128,1.9534249305725098,43.87664031982422,5.135625361042861,545.2601928710938,0.0,uncertain,16,0.9869782873722001,True,False
B2O3=22.52; BAO=22.74; CAO=3.22; R2O3=6.73; R2O5=38.01; SIO2=5.96,5.958688025489076,0.025980021063262092,22.524270407827256,3.22441132948761,0.005768990681202483,0.015138746602880242,0.0,0.06151313310377068,0.030266244431030653,0.17485734429935404,22.737358325806863,0.055456593299846355,0.06688698366550724,4.306798817995482e-05,0.2008175149884503,0.026759816655390612,0.0005689942911551204,0.00034291172403320627,0.014950593823663443,0.1367921158240227,3.778503532982674e-07,6.72787409890624,38.01011157586488,0.0011427863259729108,1.9310925006866455,36.86445617675781,0.5365586134885412,457.564697265625,0.0,uncertain,17,2.053027969307387,True,False
B2O3=21.93; BAO=19.67; CAO=2.49; K2O=1.09; Li2O=0.96; R2O3=2.45; R2O5=32.75; SIO2=10.85; TIO2=0.96; ZRO2=6.17,10.852629324640569,0.0041650724654714675,21.930112980924296,2.4888109309076243,1.086682255441849,0.013281311148026205,0.0,0.9602076479495805,0.4026333023452536,0.0023133710133708962,19.672821288410464,0.1294869127550958,0.003282555320375995,0.08277153637147916,6.169126574268381,0.9612367571566292,0.0,0.00020475928420138402,0.0033459872958092403,0.034199967651997176,7.749187435420951e-05,2.4499547815422393,32.75174750368895,0.0009076875439640829,1.9049638509750366,38.453460693359375,0.06407114344914033,546.5684814453125,0.0,uncertain,18,2.951889145759394,True,False
BAO=17.80; CAO=2.31; MgO=3.47; R2O3=58.74; RO2=7.94; SIO2=8.56,8.559753679219968,0.00689066695162904,0.14243009406849302,2.3127110011790193,0.4271331904261043,0.003618540696846856,0.0,0.010242973267492924,3.4741136038173996,0.29707448410335746,17.800483525505868,0.03469011068188899,0.06893388682366196,0.00022537019174305987,0.007032478043032856,0.022337554465255836,7.145166994245553e-10,0.003963275638092438,0.031099288345184228,0.052611724768554684,8.94222413626839e-05,58.743691019532285,0.05673964869528708,7.944134460622945,1.8943036794662476,48.95947265625,124.58026223797242,562.6552124023438,0.0,uncertain,19,2.1842107458431075,True,False
BAO=18.72; CAO=2.22; MgO=3.33; R2O3=57.42; RO2=7.62; SIO2=9.82,9.815010110395015,0.0071666119246383145,0.13669249510695183,2.219546643425183,0.39970732083767196,0.0034727727994070152,0.0,0.06736207160059998,3.3341637516748244,0.03441292106270797,18.719943112929315,0.03329266764623082,0.011102830291326306,0.003061944217866947,0.007614470191873718,0.0214377170387525,6.857333843573708e-10,0.003803620571274288,0.02984649661123936,0.05130592095322844,6.364008496331712e-05,57.42266208711493,0.0542147800681257,7.624116012768136,1.8896886110305786,48.47576904296875,130.73193553667113,578.2335815429688,0.0,uncertain,20,2.097482030279314,True,False
BAO=19.23; R2O3=56.20; R2O5=4.05; RO2=7.81; SIO2=6.57; ZRO2=5.28,6.570029395010009,0.46193074308570825,0.06681302007742897,0.004210387638494305,0.0007596809895069047,0.010160168487013364,0.0,0.000919946321980392,0.13668971523459328,0.004201524644718438,19.228776509805297,0.016880903468337306,0.009421612360115258,0.002802146198850032,5.284799791093488,0.02022055411578124,3.4666303248482885e-06,0.004481134598640859,0.0174728039881521,0.10025176490187993,6.12152312293545e-05,56.20014425070043,4.049172865271965,7.80979640014606,1.8862286806106567,43.27493667602539,99.41259839153983,632.5880737304688,0.0,uncertain,21,2.1273388944627625,True,False
R2O3=63.25; SIO2=35.74,35.74107749876643,0.01874271305021525,0.32427473299134313,0.009163145318536688,0.04025129688646887,0.013574262619787758,0.0,0.013430971107013674,0.011833021312663842,0.1015750126686462,0.19372692159988045,0.022042031003716503,0.009216191462649202,0.049364019836152497,0.0033248130261406754,0.01074969796909585,1.0884500297997132e-05,0.0001112874315943557,1.6638501360082836e-05,0.0012886182140136738,0.004098745008169554,63.25405034285535,0.014123677168420697,0.16395347670204286,1.884132981300354,33.04609680175781,6.106686947810022,664.484130859375,0.0,uncertain,22,0.09341898649647508,True,False
BAO=19.07; R2O3=55.61; R2O5=4.02; RO2=7.06; SIO2=8.25; ZRO2=5.24,8.247850840305551,0.45805649051321945,0.06625265357490612,0.009058411227439552,0.000677187878297761,0.010074954286644745,0.0,0.004826078064123335,0.04038386846476774,0.004166286098882673,19.067503119856656,0.016739321890000994,0.0006486469127408587,0.002778644359490165,5.240475724137128,0.020052392640531196,3.4375554004035666e-06,0.004443550940254148,0.017326258089631702,0.09941094479219612,0.0007124218337183127,55.60953149176816,4.015212106815104,7.063815167995155,1.880185842514038,43.61483383178711,98.59546266928102,653.0789184570312,0.0,uncertain,23,2.1255758452191365,True,False
R2O3=38.98; R2O5=3.40; RO2=5.10; SIO2=42.63; SRO=0.62; ZRO2=7.23,42.625420646508516,0.019191599397829863,0.12567076998246635,0.2402253430364027,0.01377816209822719,0.02388679689831795,0.0,0.014950312639632757,0.32381070396360373,0.6156336515970859,0.3127815583563528,0.23211704496752358,0.022335859168370754,0.00231251147341246,7.22763706743956,0.0082713930752122,3.633067373290654e-05,0.00037506181956080485,0.47662331925051743,0.12706627640338,0.1156946270620838,38.980610614209596,3.3962392186232497,5.09533113135537,1.870273470878601,37.29866027832031,4.051846173587975,761.1734008789062,0.0,uncertain,24,1.1057739675475342,True,False
R2O3=61.59; RO2=2.87; SIO2=34.80,34.799079137582936,0.01870194460848688,0.3162405472877905,0.02305932054942902,0.03945827456768926,0.013220716612667252,0.0,0.013647140862069702,0.011521148043460827,0.00861609267142344,0.1886210194996847,0.02141582469322455,0.008973287838535786,0.04820436815440917,0.0032371836472565568,0.010466376967638764,1.0597626421758553e-05,0.00010835431973767424,1.6199973981766155e-05,0.001254655157196655,0.00037245895528321884,61.586915048368375,0.013680895900526466,2.87317940611176,1.8606517314910889,45.031856536865234,6.1229260720043674,680.1298828125,0.0,uncertain,25,0.17151261539591695,True,False
B2O3=0.84; BAO=19.03; CAO=2.29; R2O3=59.19; R2O5=0.53; RO2=7.65; SIO2=10.13,10.134411240813872,0.0073876171406416545,0.8391126330615992,2.287993406068108,0.010265259156140584,0.0035798667666448476,0.0,0.06943939479614533,0.009787450866936215,0.033879343852730115,19.03223968246618,0.0343193526798081,0.06280429694661752,9.223198491936755e-05,0.007849286538454531,0.02209881705848143,0.0005485945677297502,0.003884814882164034,0.014164351112766989,0.05288810180266669,6.560262889226005e-05,59.1934720558283,0.527371985301592,7.652344613678605,1.8567535877227783,48.78054428100586,178.43770174614968,584.2671508789062,0.0,uncertain,26,1.5487190663063792,True,False
B2O3=0.83; BAO=22.09; CAO=2.26; R2O3=58.36; R2O5=0.52; RO2=7.58; SIO2=7.54,7.535072796500672,0.007283073256986778,0.8272381555657999,2.2556154806973936,0.15660611281573678,0.0035292072417091023,0.0,0.15190233258950997,0.009648946379598646,0.033399909399832124,22.093207644390326,0.008647367034151476,0.06630010745432105,5.669953142148953e-05,0.0077382094640707465,0.02178609157264614,0.0005677879712869727,0.0038298399657153434,0.2519198881163227,0.05232004254821825,0.06024565564884143,58.3558115033223,0.5199090220179502,7.577364126515188,1.8519583940505981,45.542388916015625,142.46784180750882,585.488525390625,0.0,uncertain,27,1.6532370275766568,True,False
B2O3=1.17; BAO=2.60; CAO=0.63; GEO2=1.45; MgO=0.57; R2O3=59.42; R2O5=4.14; SIO2=19.93; ZNO=0.73; ZRO2=8.44,19.929235734998947,0.0719911342054409,1.166991669608609,0.6317158596764937,0.2211181810522906,0.05544903851742591,0.0,0.007415378818585911,0.5684138371818626,0.24048421468376796,2.60352488324294,0.7293525248127608,0.0012326599282749793,1.4544864493406435,8.442807897293266,1.0307747265341963e-07,4.0819406394607405e-08,0.010097917605895238,0.012624483075101556,0.16726182743214346,1.3090189305922268e-05,59.41875638927616,4.139893376362295,0.12713330880092077,1.8492225408554077,45.25004196166992,22.040541262005558,719.76220703125,0.0,lanthanum,28,1.2917627969909966,True,False
BAO=14.71; CAO=2.01; MgO=3.05; NA2O=0.67; R2O3=57.38; RO2=7.31; SIO2=8.73; ZRO2=4.98,8.733411120514214,0.007924492513966357,0.12445845943418185,2.0126844160983914,0.35546372729658626,0.674478130377224,0.0,0.06148063671706868,3.047889403384264,0.28909862843532047,14.705705334998845,0.20695606548298912,0.004846183790246139,0.002778177804752176,4.981587760790954,0.0007719396271007031,1.4069650326131118e-08,0.004021827003957371,0.01590911325946045,0.07096787053942594,0.001608174257096194,57.376325306205445,0.009215155194150799,7.312418062204702,1.8488930463790894,48.387935638427734,27.311953561674855,591.7752685546875,0.0,uncertain,29,2.219540663351248,True,False
B2O3=0.80; BAO=18.16; CAO=2.18; R2O3=56.36; R2O5=0.50; RO2=7.29; SIO2=9.58; TEO2=4.74,9.57627818167435,0.0075704983938923755,0.7990035599358061,2.178628713868818,0.009774586016532836,0.003408751314122023,0.0,0.06533929439323286,0.009319616672729498,0.0322599318375814,18.157474691873404,0.03267890851054096,0.05690577846813914,8.782335217816988e-05,0.004448250413629862,0.09922625754011404,4.743397784020895,0.003581257322993608,0.013520831110355628,0.050360082727387415,0.0039439560590609915,56.36406012027649,0.5021639253945696,7.286567198823176,1.8336048126220703,46.50613784790039,59.80290532516999,552.7938842773438,0.0,uncertain,30,1.593914511675321,True,False
